0,1,2,3,4,5,6,7,8,9
Table 4: Factors associated with high psychological distress: Adjusted and Unadjusted Odds Ratios,,,,,,,,,
,,,,Unadjusted OR,,,,Adjusted OR,
,,OR,95% CI,,p-value,OR,95% CI,,p-value
Gender,Male,1.00,-,-,-,-,-,-,-
,Female,1.11,0.87,1.42,0.418,-,-,-,-
Age category,< 24,1.00,-,-,-,1.00,,,
,25–34,0.73,0.52,1.03,0.072,0.68,0.48,0.97,0.032
,35–44,0.79,0.58,1.07,0.131,0.74,0.54,1.02,0.066
,45–54,0.67,0.49,0.92,0.012,0.63,0.46,0.88,0.006
,55–64,0.42,0.28,0.63,< 0.001,0.34,0.23,0.52,< 0.001
,65+,0.31,0.13,0.73,0.008,0.28,0.11,0.67,0.005
Number of children,0,1.00,-,-,-,-,-,-,-
,1,1.20,0.95,1.52,0.127,-,-,-,-
,2,1.03,0.81,1.30,0.814,-,-,-,-
,3,0.86,0.57,1.29,0.464,-,-,-,-
,4+,0.66,0.35,1.25,0.202,-,-,-,-
Education qualifications,University/Tertiary,1.00,-,-,-,-,-,-,-
,TAFE/Vocational,1.00,0.81,1.24,0.983,-,-,-,-
,HSC,1.17,0.90,1.52,0.233,-,-,-,-
,School certificate,1.34,1.04,1.73,0.025,-,-,-,-
,None,1.63,0.94,2.83,0.081,-,-,-,-
Australian State/Territory,Other,1.00,-,-,-,-,-,-,-
,Vic.,1.57,1.10,2.25,0.013,-,-,-,-
,Qld.,2.83,2.00,4.00,< 0.001,-,-,-,-
,NSW,2.22,1.61,3.06,< 0.001,-,-,-,-
EI control zone,White Zones,1.00,-,-,-,1.00,-,-,-
,Green Zones,1.53,1.14,2.05,0.005,1.53,1.13,2.07,0.005
,Amber Zones,1.85,1.38,2.47,< 0.001,1.83,1.36,2.46,< 0.001
,Red Zones,2.01,1.58,2.55,< 0.001,2.00,1.57,2.55,< 0.001
,Purple Zone,1.61,1.26,2.07,< 0.001,1.53,1.19,1.97,0.001
Income horse-related,No,1.00,-,-,-,1.00,-,-,-
,Yes,2.19,1.80,2.67,< 0.001,2.23,1.82,2.73,< 0.001
