0,1,2,3,4,5
,Table 2. White blood cell,,(WBC) summary and differential counts in BALF.,,
,,,WBC count %,,
Time (d),,WBC Summary (16105),,,
,,,Macrophages,Lymphocytes,Neutrophils
4,H1N1,3.9260.14,55.1666.80*,38.2665.60*,3.6960.89**
,Control,1.5760.26,89.3866.21,8.6261.25,0.6860.21
6,H1N1,10.7565.62***,31.6662.39**,49.4466.26**,12.7262.77***
,Control,1.4960.29,90.6562.71,6.9762.25,0.6960.35
8,H1N1,9.1662.21**,26.6362.19**,40.463.22**,28.9361.98***
,Control,1.8560.59,88.6664.34,7.6561.20,1.5860.48
10,H1N1,8.5962.81**,33.2362.70**,42.2564.42**,21.6267.90***
,Control,1.6960.48,89.3264.8,6.9361.2,0.9960.37
