0,1,2,3,4,5,6,7,8,9,10,11,12
,,,Full Respiratory Virus Screen,,,,,,Select Respiratory Virus Screen,,,
,,Household,,Participantsa,,Samples,,Household,,Participantsa,,Samples
Description,,(n = 6),,(n = 80),,(n = 2844),,(n = 47),,(n = 483),,(n = 16 918)
Any virus detected (all),6,(100.0),75,(93.8),864,(30.4),…,…,…,…,…,…
Any virus detected (select),6,(100.0),75,(93.8),803,(28.2),47,(100.0),451,(93.4),4259,(25.2)
Rhinovirus,6,(100.0),62,(77.5),302,(10.6),47,(100.0),387,(80.1),1780,(10.5)
Adenovirus,6,(100.0),57,(71.3),270,(9.5),45,(95.7),297,(61.5),1232,(7.3)
Human coronavirus,6,(100.0),58,(72.5),217,(7.6),47,(100.0),346,(71.6),1274,(7.5)
OC43,5,(83.3),45,(56.3),116,(4.1),44,(93.6),215,(44.5),651,(3.8)
NL63,4,(66.7),35,(43.8),95,(3.3),33,(70.2),163,(33.7),418,(2.5)
229E,3,(50.0),7,(8.8),8,(0.3),30,(63.8),119,(24.6),241,(1.4)
Respiratory syncytial virus,6,(100.0),52,(65.0),151,(5.3),40,(85.1),179,(37.1),537,(3.2)
Group A,5,(83.3),33,(41.3),86,(3.0),25,(53.2),88,(18.2),250,(1.5)
Group B,5,(83.3),21,(26.3),66,(2.3),34,(72.3),113,(23.4),306,(1.8)
Parainfluenza virus,6,(100.0),37,(46.3),63,(2.2),…,…,…,…,…,…
Type 1,4,(66.7),6,(7.5),6,(0.2),…,…,…,…,…,…
Type 2,3,(50.0),14,(17.5),16,(0.6),…,…,…,…,…,…
Type 3,5,(83.3),19,(23.8),30,(1.1),…,…,…,…,…,…
Type 4,5,(83.3),14,(17.5),21,(0.7),…,…,…,…,…,…
Human metapneumovirus,4,(66.7),11,(13.8),13,(0.5),…,…,…,…,…,…
Influenza virus,4,(66.7),8,(10.0),11,(0.4),…,…,…,…,…,…
Type A,3,(50.0),5,(6.3),7,(0.2),…,…,…,…,…,…
Type B,1,(16.7),2,(2.5),2,(0.1),…,…,…,…,…,…
Type C,2,(33.3),5,(6.3),6,(0.2),…,…,…,…,…,…
Upper respiratory tract infection,6,(100.0),63,(78.8),529,(18.6),47,(100.0),403,(83.4),3564,(21.1)
Data are presented as No. (%).,,,,,,,,,,,,
