0,1,2,3,4,5,6,7,8,9,10
"Table 1. Descriptive Characteristics by All Pathogens, October 2011–March 2013 (n51444).",,,,,,,,,,
,,,,,,,,,No/Unknown,
Pathogen,Rhinovirus,,,,Coronavirus,,,,Pathogen,Total
(% positivity),(16),Influenza (14),RSV (6),Adenovirus (2),(5),"Bacterial
(2)",hMPV (1),Coinfection (6),(n5703),(n51444)
Characteristic,N (%),N (%),N (%),N (%),N (%),N (%),N (%),N (%),N (%),N (%)
Sex (% male),180 (77),100 (51),40 (48),24 (73),46 (70),24 (80),8 (80),52 (65),418 (60),892 (63)
"Age, years",,,,,,,,,,
0–4,24 (10),38 (20),57 (71),8 (24),12 (8),1 (3),5 (50),30 (38),94 (14),270 (19)
5–24,176 (76),106 (55),15 (19),20 (61),36 (55),28 (90),3 (30),41 (53),398 (58),823 (58)
25–49,27 (12),25 (13),1 (1),4 (12),9 (14),1 (3),0 (0),4 (5),89 (13),160 (11)
50+,5 (2),24 (12),7 (9),1 (3),8 (12),1 (3),2 (20),3 (4),103 (15),154 (11)
Study,,,,,,,,,,
population,,,,,,,,,,
US–Mexico border,29 (12),87 (44),41 (48),13 (39),14 (21),4 (13),5 (45),24 (30),189 (27),406 (28)
DoD,34 (14),81 (41),41 (48),5 (15),17 (26),4 (13),3 (27),18 (22),220 (31),423 (29)
beneficiary,,,,,,,,,,
Military,173 (73),29 (15),3 (4),15 (45),35 (53),24 (75),3 (27),39 (48),294 (42),615 (43)
recruit,,,,,,,,,,
Severity,,,,,,,,,,
"Outpatient
(FRI)",225 (95),177 (90),61 (72),27 (82),60 (91),28 (88),8 (73),74 (91),591 (84),1251 (87)
"Inpatient
(SARI)*",11 (5),20 (10),24 (28),6 (18),6 (9),4 (13),3 (27),7 (9),112 (16),193 (13)
Signs and,,,,,,,,,,
Symptoms,,,,,,,,,,
(% yes),,,,,,,,,,
Pneumonia,102 (44),18 (10),17 (22),10 (30),16 (26),11 (39),0 (0),20 (26),186 (28),380 (28)
Sore throat,178 (76),152 (77),36 (43),20 (61),54 (82),21 (66),4 (40),45 (56),480 (69),990 (69)
Cough,218 (93),192 (97),83 (100),30 (91),63 (95),30 (94),9 (90),79 (98),590 (84),1294 (90)
Nausea,92 (39),87 (45),26 (32),7 (22),18 (27),11 (34),4 (40),23 (29),256 (37),524 (37)
SOB,127 (54),63 (32),31 (38),9 (27),15 (23),13 (41),5 (50),28 (35),298 (43),589 (41)
Congestion,203 (87),154 (79),56 (70),19 (58),55 (83),20 (65),8 (80),56 (71),468 (69),1039 (74)
Pink eye,16 (7),19 (10),6 (8),1 (3),2 (3),2 (7),2 (20),2 (3),28 (4),78 (6)
Body ache,123 (53),125 (64),28 (34),12 (36),39 (59),21 (66),3 (30),37 (46),405 (58),793 (55)
Headache,153 (65),127 (65),19 (23),14 (42),41 (62),23 (74),3 (30),44 (54),444 (64),868 (61)
Fever,100 (42),137 (70),52 (61),21 (64),36 (55),21 (66),8 (73),47 (58),355 (51),777 (54)
($100uC),,,,,,,,,,
Temperature,99.5 (1.8),100.9 (1.9),100.6 (2.1),100.7 (2.1),100.0 (1.9),100.6 (2.0),101.3 (1.6),100.2 (1.9),99.9 (2.0),100.1 (2.0)
"(uF), mean (SD)",,,,,,,,,,
Days to,6.6 (5.7),3.6 (3.1),6.3 (6.4),4.5 (3.0),5.3 (5.0),7.8 (8.4),2.6 (0.7),4.9 (4.9),5.2 (6.1),5.3 (5.7)
"seeking care,",,,,,,,,,,
