0,1,2,3,4,5,6,7
Table 3. Detection of,,,the indicated APMV strains from the lower,,respiratory tract of,rhesus macaques.*,
Virus,,Animal No.,,Virus titer in BAL (log10 EID50) on indicated days {,,,Sum of daily titers `
,,,2,4,6,8,
wt APMV-2,,1,2.3,0.8,–,–,3.9
,,2,1.5,–,1.8,–,4.1
,,3,2.5,–,–,–,3.7
,,4,2.3,1.5,–,–,4.6
,,Mean 1,2.1,0.8,0.7,0.4,4.1
,rAPMV-2 (type1 Africa),1,2.5,2.5,2.5,–,7.9
,,2,2.5,1.5,1.8,–,6.2
,,3,2.5,2.3,0.8,–,6.0
,,4,2.5,1.5,0.8,–,5.2
,,Mean,2.5,1.9,1.5,0.4,6.3
wt APMV-3,,1,2.5,1.8,1.5,–,6.2
,,2,1.5,1.5,–,–,3.8
,,3,2.3,2.3,1.3,–,6.3
,,4,2.5,1.5,–,–,4.8
,,Mean,2.2,1.8,0.9,0.4,5.3
wt,rAPMV-4,1,1.8,–,–,–,3.0
,,2,0.8,–,–,–,2.0
,,3,–,–,–,–,1.6
,,4,–,–,–,–,1.6
,,Mean,0.8,0.4,0.4,0.4,2.0
rAPMV-4/Fc-Bc,,1,–,1.5,–,–,2.7
,,2,–,–,–,–,1.6
,,3,1.3,–,–,–,2.5
,,4,1.5,0.8,–,–,3.1
,,Mean,0.9,0.8,0.4,0.4,2.5
"wt APMV-5 """,,1,–,–,–,–,–
