0,1,2,3,4,5,6,7,8,9,10
,Table 2. Reported Cases of Hepatitis A from 2001 to 2010 in the Korean National Sentinel Surveillance System5),,,,,,,,,
Age (yr),2010,2009,2008,2007,2006,2005,2004,2003,2002,2001
0-4,20,32,21,18,5,8,2,3,2,1
5-9,40,45,38,17,20,13,8,2,6,3
10-14,129,275,168,48,70,33,15,12,12,5
15-19,347,684,331,108,115,58,26,35,47,6
20-29,"2,598","5,665","3,149",905,978,371,181,166,147,48
30-39,"3,431","6,312","3,250",821,715,242,100,80,77,24
40-49,915,"1,151",747,189,132,60,14,8,21,10
50-59,113,110,81,59,20,5,3,3,1,3
>60,67,62,90,68,26,8,6,3,4,5
Total,"7,660","15,231","7,875","2,233","2,081",798,355,312,317,105
