0,1,2,3
"(e.g., Vero E6, tumor",,,useful for more
,,Accumulation of,
"cell lines, HUVECs,",,,
,"Assays, reagents and",mutations/deregulation of,
"monocytes, dendritic",,,
,methods available,important cellular pathways due to,
cells),,,interaction
,,high passage numbers possible,
,,Very few reservoir-derived cell,
,,lines available so far,
,Homologous,,
"Cell culture, reservoir",,Thorough characterization,
,pathogen-host,,High
host-derived,,necessary,
,relationship,,
,,Species-specific reagents rarely,
,,available,
