0,1,2,3,4
"Table 2 Demographic, clinical and laboratory characteristics of study patients",,,,
,BP+,VR+,BP-/VR-,p
,(n = 53),(n = 119),(n = 43),
Age (days)a,56.20 ± 21.66,51.62 ± 20.59,50.16 ± 22.96,"0,3"
Male gender,34 (64.2 %),66 (55.5 %),24 (55.8 %),0.56
Cough,45 (84.9 %),100 (84 %),18 (41.9 %),<0.001
Paroxysmal cough,16 (30.2 %),7 (5.9 %),1 (2.3 %),<0.001
Apnea,30 (56.6 %),26 (21.8 %),23 (53.5 %),<0.001
Emesis,10 (18.9 %),25 (21 %),5 (11.6 %),0.39
Whoop,4 (7.5 %),0,2 (4.7 %),0.015
Fever,1 (1.9 %),39 (32.8 %),8 (18.6 %),<0.001
Rhinorrhea,0,24 (20.2 %),3 (7 %),0.001
Dyspnea,4 (7.5 %),19 (16 %),10 (23.3 %),0.1
WBC (n/mm3)a,17.432 ± 9.332,11.908 ± 5.586,11.300 ± 3.731,<0.001
L (n/mm3)a,10.553 ± 6.349,5.278 ± 2.996,5.728 ± 2.442,<0.001
CRP (mg/dl)a,0.19 ± 0.43,0.76 ± 1.4,0.6 ± 1.1,0.046
Length of symptoms before admission (days)a,9.07 ± 6.68,3.13 ± 2.87,3.72 ± 4.03,<0.001
Length of hospital stay (days)a,8.06 ± 4.56,6.19 ± 3.00,8.76 ± 7.99,0.001
Complications,,,,
O2therapy,13 (24.5 %),33 (27.7 %),9 (20.9 %),0.66
Pneumonia,3,18,3,0.12
Death,0,0,0,-
