0,1,2,3,4
"years old, and had lower incomes (Table 5).",,,,
,able 5. Relationship between emergency status and demographic data,,,
,Emergency Status,,Total,
Variables,,,,P-value
,Non-urgent,Urgent,(N=300),
Marital status,,,,
Married,59 (42.8),79 (57.2),138 (100.0),
Single,100 (64.5),55 (35.5),155 (100.0),< 0.001*
Divorced,0 (0.0),7 (100.0),7 (100.0),
Age (years),,,,
> 8,27 (67.5),13 (32.5),40 (100.0),
8-15,28 (70.0),12 (30.0),40 (100.0),
16-23,39 (65.0),21 (35.0),60 (100.0),
24-31,22 (48.9),23 (51.1),45 (100.0),< 0.001*
32-40,22 (50.0),22 (50.0),44 (100.0),
41-60,17 (34.7),32 (65.3),49 (100.0),
> 60,4 (18.2),18 (81.8),22 (100.0),
Income (SR),,,,
3000-5000,80 (51.3),76 (48.7),156 (100.0),
5001-8000,44 (65.7),23 (34.3),67 (100.0),
8001-11000,14 (35.9),25 (64.1),39 (100.0),0.049*
11001-15000,9 (50.0),9 (50.0),18 (100.0),
> 15000,12 (60.0),8 (40.0),20 (100.0),
,Note. Data are presented as frequency (percent) unless otherwise stated.,,,
