0,1,2,3,4,5,6,7,8,9
"Vet. Sci. 2018, 5, 38",,,,,,,,,6 of 19
,Table 2. Frequencies of single and multiple viral infections diagnosed in 270 samples.,,,,,,,,
,,,,,,,,Single and Multiple,
Number of Viruses,FAdV-I,ANV,CAstV,IBV,ChPV,AReo,ARtV,,
,,,,,,,,Positive Samples,
1 virus,22,19,15,164,8,1,4,233/270 (86.3%),
2 viruses,3,6,7,14,1,0,3,17/270 (6.3%),
3 viruses,3,12,1,14,10,0,5,15/270 (5.6%),
4 viruses,0,4,3,3,2,0,4,4/270 (1.5%),
5 viruses,0,1,1,1,1,0,1,1/270 (0.4%),
Number of positive,,,,,,,,,
,28,42,27,196,22,1,17,-,
samples for each virus,,,,,,,,,
% of samples positive for,,,,,,,,,
,8.4%,12.6%,8.1%,58.9%,6.6%,0.3%,5.1%,-,
each virus (n = 333),,,,,,,,,
,Table 3. Enteric virus detection patterns from 270 samples in different types of organs from chicken,,,,,,,,
commercial ﬂocks.,,,,,,,,,
