0,1,2,3,4,5,6,7
,Table 3. Viral etiologies identified.,,,,,,
,Single infection,,,Co- infection,,,Total positive cases
,,,Subtotal,,,Subtotal,
Viral causes,PICU,PRW,n (%),PICU,PRW,n (%),n (%)
RSV,14,38,52 (17),6,15,21 (7%),73 (24)
RSV A,7,23,30 (10),3,9,12 (4),42 (14)
RSV B,7,15,22 (7),3,6,9 (3),31 (10)
Influenza,5,25,30 (10),5,16,21 (7),51 (17)
InfV A,2,15,17 (6),2,8,10 (3),27 (9)
InfV B,3,10,13 (4),3,8,11 (4),24 (8)
HBoV,6,17,23 (7),6,21,27 (9),50 (16)
EnV,2,11,13 (4),3,12,15 (5),28 (9)
hMPV,4,12,16 (5),1,4,5 (2),21 (7)
Parainfluenza virus,4,7,11 (3),2,6,8 (3),19 (7)
PIV-1,1,3,4 (1),1,3,4 (1),8 (3)
PIV-2,1,0,1 (0),0,2,2 (1),3 (1)
PIV-3,2,4,6 (2),1,1,2 (1),8 (3)
Coronavirus,4,3,7 (2),5,12,17 (5),24 (8)
hCoV-NL63,3,2,5 (2),5,11,16 (5),21 (7)
hCoV-229E,1,0,1 (0),0,0,0 (0),1 (0)
hCoV-OC43,0,1,1 (0),0,1,1 (0),2 (1)
AdV,0,3,3 (1),3,9,12 (4),15 (5)
hRV A,4,1,5 (2),1,5,6 (2),11 (4)
Total,43,117,160 (52),32,100,62 (20),222 (72)
