0,1,2,3,4,5,6,7,8,9
Table 11 Distribution of,,,research articles on different pneumonia types amont 15 most productive countries,,,,,,
"Pneumonia, Aspiration",,"Pneumonia, Bacterial",,"Pneumonia, Pneumocystis",,,"Pneumonia, Ventilator-Associated","Pneumonia, Viral",
Country,N of docs,Country,N of docs,Country,N of docs,Country,N of docs,Country,N of docs
USA,394,USA,1709,USA,525,USA,650,USA,383
Japan,169,France,379,France,149,France,170,China,98
Germany,78,Spain,378,UK,106,Spain,139,Japan,95
UK,74,Germany,329,Japan,104,Greece,72,UK,83
Australia,45,Japan,297,Spain,64,Canada,69,Germany,81
Canada,44,UK,252,Germany,58,UK,68,Spain,71
France,40,Canada,209,Italy,46,Germany,67,France,66
Spain,39,Italy,176,Switzerland,38,China,63,Italy,59
Turkey,31,Netherlands,173,China,38,Brazil,63,Canada,48
China,25,China,171,South Africa,35,Italy,63,Netherlands,47
Italy,24,Australia,123,Denmark,28,Turkey,58,South Korea,41
South Korea,22,Taiwan,104,Canada,27,Netherlands,53,Finland,39
Switzerland,21,Switzerland,103,Taiwan,27,Australia,49,Australia,29
Netherlands,21,Brazil,100,Netherlands,25,Belgium,45,Brazil,26
Taiwan,21,South Korea,92,Australia,23,India,39,Thailand,21
N of docs numbers of documents,,,,,,,,,
