0,1,2,3,4,5
iy,,,,,
"respectively, and",is the number of new hepatitis B cases in each sub-district.,,,,
,,Table 3. The hepatitis B morbidity in each sub-district.,,,
Sub-District,Morbidity,Sub-District,Morbidity,Sub-District,Morbidity
Name,(104),Name,(104),Name,(104)
Shekou (N),1.56,Dalang,0.29,Huangbei,1.81
Shekou (S),7.53,Haishan,0.33,Liantang,1.40
Zhaoshang,2.05,Shatoujiao,3.13,Dongxiao,0.67
Nanshan,0.64,Meisha,1.56,Qingshuihe,0.85
Shahe,1.70,Yantian,1.59,Donghu,4.06
Nantou,88.40,Shatou,0.65,Dapeng,1.12
Taoyuan,0.36,Nanyuan,1.97,Nanwan,1.13
Xili,2.04,Huaqiang North,3.49,Kuiyong,0.90
Yuehai,4.49,Xiangmihu,1.65,Buji,2.01
Longhua,1.78,Lianhua,5.01,Bantian,0.84
Xixiang,0.99,Yuanling,1.16,Henggang,0.64
Fuyong,0.22,HuaFu,1.53,Pingshan,2.70
Shiyan,2.92,Meilin,2.32,Pinghu,2.07
