0,1,2,3
Weeks,Guinea,Liberia,Sierra Leone
1,1,1,1
2,5,1,1
3,9,2,1
4,13,2,1
5,21,3,2
6,23,3,2
7,28,4,3
8,35,4,3
9,39,5,4
10,44,5,4
11,47,6,5
12,103,8,6
13,127,8,6
14,158,25,6
15,203,27,12
16,218,35,12
17,226,35,12
18,236,35,12
19,248,35,12
20,248,35,12
21,291,35,50
22,344,35,81
23,351,35,89
24,398,41,136
25,398,51,158
26,413,115,252
27,413,142,337
28,413,196,442
29,427,249,525
30,472,391,574
31,495,554,717
32,519,786,810
33,607,1082,910
34,648,1378,1026
35,771,1698,1216
36,899,2407,1478
37,942,3022,1673
38,1074,3458,2021
39,1199,3834,2437
40,1350,4076,2950
