0,1,2,3,4,5,6,7,8,9
,,,,(isolate,(RNA,from swabs,study,shedding,
,,,,from,"or excreta
detection",,timeframe,infectious,
,,,,excreta),from,,,virus,
,,,,,blood),,,,
Williamson,1998,Hendra Virus,"Source n.r., Vero
11
individually
Y (horizontal);","21–22
ON, SQ
n.a.","n.a.
n.a.",ON infection:,N,0,None
et al.,,Pteropus,"not observed
cell passage 5,
& pairs",days,,75%,,,
,,poliocephalus,106.7 median,,,seroconverted by,,,
,,,tissue culture,,,virus,,,
,,,infective dose,,,neutralization test,,,
,,,(TCID50)/0.05,,,(VNT) and 100%,,,
,,,mL,,,by enzyme-linked,,,
,,,,,,immunosorbent,,,
,,,,,,assay (ELISA) on,,,
,,,,,,day 21 SQ,,,
,,,,,,infection: 50%,,,
,,,,,,seroconverted by,,,
,,,,,,VNT and 100% by,,,
,,,,,,ELISA on day 21,,,
,,,,,,in-contact,,,
,,,,,,animals: no,,,
,,,,,,seroconversion,,,
,,,,,,by VNT nor,,,
,,,,,,ELISA on day 21,,,
Williamson,2000,Hendra Virus,"Source n.r., Vero
4
pairs
Y (vertical);","10–21
SQ
n.a.","n.a.
n.a. (but",100%,N,0,None
et al.,,P.,"observed 25%
cell passage 5,","days
(isolates",isolate,seroconverted by,,,
,,poliocephalus,106.7 TCID50/,from,from buffy,VNT and ELISA,,,
,,,0.05 mL,organs,coat on,(days 10–21),,,
,,,,only),day 10),,,,
Halpin et al.,2011,Hendra Virus,"P. poliocephalus,
20
individually
N","6 days
20–22
ON","days 5–18
throat",50%,EQUIVOCAL:,0.05,None
,,P. alecto,Vero cell,"(urine
days",,"swab: days
seroconverted by",10 bats,,
,,,"passage 6, 1.5 x",isolate),,"2–7; rectal
VNT (days 10–22)",seroconverted,,
,,,107 TCID50/mL,,,swab: days,—60%,,
,,,,,3–15;,,,,
