0,1,2,3,4,5,6
"Table 1: HLA-A, B, DRB1 allele typing of 37 probable SARS patients",,,,,,
Case no,HLA-A,,HLA-B,,HLA-DRB1,
1*,2402,3303,4601,5801,0301,0901
2*,0201/07,2402,1525,4601,0901,1202
3*,0201/07,2402,1513,4601,0403/06,1202
4*,1101/02,1101/02,4001,4601,0901,1401/07
5,1101/02,3303,4601,5801,0403/06,0901
6,0201/07,1101/02,4601,5502,0901,0901
7†,1101/02,1101/02,4601,5401,1101/04,1501/02
8,0201/07,2402,4601,1501/12/19,0901,1501/02
9,0201/07,3303,4601,5801,0803,1301/02
10,0203,2402,4601,5201,1001,1602
11,0201/07,3303,4601,4601,0901,1101/04
12,0201/07,1101/02,5201,5401,0405/10,1001
13†,0201/07,2402,5401,5801,0301,0405/10
14,1101/02,2402,1502,5401,0405/10,1401/07
15,0201/07,1101/02,4001,1502,1202,1501/02
16,1101/02,2402,5502,4001,0405/10,0901
17,0203,2402,2704,4001,0403/06,1602
18†,3303,3303,4001,5801,0301,0901
19†,0201/07,1101/02,1511,4001,0901,1602
20,2402,2402,4001,5801,0301,1201
21†,1101/02,1101/02,3901,4001,0403/06,1401/07
22* †,1101/02,2402,4001,8101,0901,1312
23,1101/02,3303,4001,4001,0803,0901
24,2402,3303,3901,5801,0901,1501/02
25,1101/02,1101/02,3901,4803,0803,1405
26†,2402,3303,3901,5801,0301,0901
27†,0203,1101/02,3802,3901,1101/04,1602
28,1101/02,3303,5102,5801,0301,1202
29,1101/02,2402,1502,1502,1202,1202
30,0201/07,1101/02,1301,4001,1401/07,1501/02
31†,0201/07,0301,0702,4601,1101/04,1501/02
32,0301,2402,0702,5502,1401/07,1501/02
33*,0201/07,0201/07,4601,4601,0901,1405
34,0201/07,1101/02,4601,4001,0901,1501/02
35,0201/07,1101/02,5401,1502,0405/10,1401/07
36,0201/07,1101/02,5401,4001,0405/10,1401/07
37,1101/02,1101/02,4001,1502,1401/07,1405
