0,1,2,3,4
,Table 1  Demographic and clinical characteristics of patients with WHO grade IV glioma,,,
Characteristics,"TS culture positive (n 
 18)",TS culture negative (n,17),P value*
,=,,=,
Age (years),"62.6 
 10.7","55.5 
 12.9",,0.088
,±,±,,
Sex (M:F),10:8,10:7,,0.845
Pathological diagnosis,,,,>0.999
GBM,14 (77.8 %),15 (88.2 %),,
GBMO,2 (11.1 %),1 (5.9 %),,
Gliosarcoma,2 (11.1 %),1 (5.9 %),,
Type,,,,>0.999
Primary,16 (88.9 %),15 (88.2 %),,
Recurrent,2 (11.1 %),2 (11.8 %),,
Molecular markers,,,,
IDH1,,,,
Wild type,18 (100 %),17 (100 %),,
Mutation,0,0,,
1p19q,,,,>0.999
No deletion,16 (88.9 %),15 (88.2 %),,
Codeletion,2 (11.1 %),2 (11.8 %),,
MGMT promotor,,,,0.358
Unmethylated,10 (55.6 %),12 (70.6 %),,
Methylated,8 (44.4 %),5 (29.4 %),,
P53 mutation,,,,0.443
Wild type,3 (16.7 %),5 (29.4 %),,
Positive by IHC,15 (84.3 %),12 (70.6 %),,
EGFR mutation,,,,0.193
Wild type,8 (44.4 %),4 (23.5 %),,
Positive by FISH,10 (55.6 %),13 (76.5 %),,
,* By Independent two-sample t test for continuous variables and Chi square test (or Fisher’s exact test) for categorical variables,,,
