0,1,2,3,4,5,6,7,8,9,10,11
Narendrula et al. BMC Cancer  (2016) 16:146,,,,,,,,,,Page 10 of 17,
A,,,,,,,,,,,
,,,8 hr,,,,,24 hr,,,
,0 µM DXL,,,0.2 µM DXL,,,0 µM DXL,,0.2 µM DXL,,
0.27,,3.17,,0.37,3.20,0.30,,2.63,1.23,,4.33
(±0.06),,(±0.15),,(±0.06),(±0.30),(±0.10),,(±0.21),(±0.06),,(±0.31)
,,,,,,,,,*,,*
,,4.77,,,4.40,,,3.57,,,15.23
,,,,,,,,,,*,
,,(±0.15),,,(±0.10),,,(±0.25),,,(±0.55)
91.87,,,,92.03,,93.47,,,79.17,,
,,,,,,,,,*,,
(±0.21),,,,(±0.21),,(±0.25),,,(±0.86),,
,,,48 hr,,,,,72 hr,,,
,0 µM DXL,,,0.2 µM DXL,,,0 µM DXL,,0.2 µM DXL,,
2.03,,5.30,,0.93,5.37,2.50,,9.80,0.77,,4.37
(±0.21),,(±0.17),,(±0.12),(±0.25),(±0.52),,(±0.56),(±0.06),,(±0.15)
,,,,*,,,,,*,,*
,,3.27,,,40.90,,,4.77,,,44.43
,,,,,*,,,,,*,
,,(±0.21),,,(±0.36),,,(±0.68),,,(±0.60)
89.40,,,,52.73,,82.90,,,50.43,,
,,,,*,,,,,*,,
(±0.17),,,,(±0.50),,(±0.82),,,(±0.51),,
,,,,0 µM DXL,,,,0.2 µM DXL,,,
B,,,,,,,,,,,
C,,,,,,,,,,,
,Fig. 6 (See legend on next page.),,,,,,,,,,
