0,1,2,3,4,5,6,7,8,9,10
Production type,Flow,Number of sow farms,,,Before PED,,,,After PED,
,,,ADGa,FCRb,ADFIc,Mortality (%),ADG,FCR,ADFI,Mortality (%)
Nursery,A,4,0.65,1.67,1.08,4.60,0.62,1.70,1.06,14.18
,B,2,0.77,1.59,1.23,1.60,0.83,1.92,1.59,24.33
,C,5,0.89,1.71,1.53,9.86,0.83,1.82,1.51,20.63
,D,1,0.84,1.91,1.60,2.60,0.64,2.77,1.77,0.64
Wean-to-ﬁnish,E,1,0.82,2.15,1.77,1.83,0.68,2.10,1.42,6.38
,F,1,0.87,1.44,1.25,3.61,0.70,2.55,1.78,21.14
,G,1,0.85,1.26,1.07,3.27,0.97,1.99,1.94,10.82
,H,1,0.77,1.48,1.14,2.58,0.80,3.05,2.43,12.52
,I,1,0.90,1.53,1.38,1.76,0.58,2.55,1.48,18.89
,J,1,0.88,1.86,1.64,11.41,0.87,2.04,1.77,17.07
,K,1,0.80,1.81,1.46,6.86,0.35,2.96,1.05,51.67
,L,1,0.69,1.74,1.20,6.91,0.63,2.15,1.36,34.70
,M,1,1.13,1.81,2.04,0.67,0.70,2.28,1.59,7.62
,N,1,0.85,1.75,1.50,1.93,0.77,1.83,1.41,3.30
,O,1,0.79,1.63,1.29,2.65,0.56,1.84,1.02,5.65
,P,1,1.12,1.38,1.55,4.39,0.85,1.59,1.34,5.17
,Q,1,0.97,1.28,1.24,1.76,0.41,2.52,1.04,31.06
,R,1,0.73,1.75,1.27,3.19,0.59,1.93,1.15,9.81
