0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,,,,,Safety and Efficacy of a VSV-Based Ebola Vaccine,,,
Table 4. Viral,,load in SHIV-infected rhesus monkeys after ZEBOV challenge.,,,,,,,,,,
,Plasma,,PBMC,,Throat,,Nasal,,Rectal,,Vaginal,
Animal No.,,,,,,,,,,,,
,D 6,D 10,D 6,D 10,D 6,D 10,D 6,D 10,D 6,D 10,D 6,D 10
Subject 1,0*,0,NT,NT,0,0,0,0,NT,NT,NT,NT
,(2),(2),(2),(2),(2),(2),(2),(2),(2),(2),(2),(2)
Subject 2,0,0,NT,NT,0,0,0,0,NT,NT,NT,NT
,(2),(2),(2),(2),(2),(2),(2),(2),(2),(2),(2),(2)
Subject 3,0,0,NT,NT,0,0,0,0,NT,NT,NA,NA
,(2),(2),(2),(2),(2),(2),(2),(2),(2),(2),NA,NA
Subject 4,0,0,NT,NT,0,0,0,0,NT,NT,NA,NA
,(2),(2),(2),(2),(2),(2),(2),(2),(2),(2),NA,NA
Subject 5,0,4.2,NT,NT,0,2.2,0,0,NT,NT,NT,NT
,(+),(+),(+),(2),(2),(+),(2),(+),(2),(+),(2),(+)
Subject 6,2.0,,NT,,0,,0,,NT,,NT,
,(+),,(+),,(2),,(2),,(2),,(2),
Control 1,5.4,,NT,,0,,0,,NT,,NT,
,(+),,(+),,,,,,,,,
Control 2,4.9,,NT,,0,,0,,NT,,NT,
,(+),,(+),,(2),,(2),,(2),,(2),
,"*, Log 10 pfu of ZEBOV per ml of plasma;",,,"(+), sample positive for ZEBOV by RT-PCR;",,,"(2), sample negative for ZEBOV by RT-PCR; NT, not",,,,,"tested; NA, not applicable."
,doi:10.1371/journal.ppat.1000225.t004,,,,,,,,,,,
