0,1,2,3,4,5,6,7,8,9,10
"Table 2. Weekly cholera case counts in various European cities, 1832.",,,,,,,,,,
Time (Week),Lemberg,Riga,Dantzig,Petersburgh,Elbing,Posen,Konigsberg,Stettin,Berlin,Vienna
1,147,707,52,201,73,27,44,18,64,764
2,337,1331,87,1975,81,65,265,50,163,442
3,508,650,111,3492,36,124,346,59,336,391
4,774,635,153,1655,41,189,260,51,217,509
5,792,682,154,659,40,114,231,37,249,434
6,907,335,88,304,34,135,125,19,251,399
7,631,251,60,165,31,87,103,16,271,326
8,314,163,135,80,22,53,73,50,239,281
11,286,78,165,99,9,26,48,20,135,
10,105,65,167,84,6,33,63,23,141,
11,72,,102,41,4,13,100,,64,
12,50,,60,30,1,1,111,,63,
13,34,,36,18,,,143,,,
14,23,,18,,,,84,,,
15,15,,11,,,,,,,
16,12,,22,,,,,,,
17,3,,8,,,,,,,
