0,1,2,3,4,5,6,7,8,9
,,,,,,Coronavirus Persistence on Common Surface Materials,,,
TABLE 1 Composition of metal alloys used for the study,,,,,,,,,
,,,,Main constituent (%),,,,,
Metal(s),UNS IDa,Common name,Copper,Zinc,Nickel,Tin,Iron,Chromium,Manganese
Copper nickels,C70600,Copper nickel 10,89–90,,10,,(cid:5)1,,
,C72500,Cupronickel with Sn,89–90,,9,,(cid:5)2,,
,C71000,Cupronickel,79,,20,,,,1
,C71500,Copper nickel 30,70,,30,,,,
Brasses,C21000,Gilding brass,95,5,,,,,
,C22000,Commercial “bronze” (does not contain Sn),89–90,10,,,,,
,C23000,Red brass,85,15,,,,,
,C26000,Cartridge brass,70,30,,,,,
,C28000,Muntz metal,60,40,,,,,
Phosphor bronze,C51000,“5% A” (contains (cid:5)0.26% phosphorus),95,,,5,,,
Nickel “silver”,C75200,“65/18”,65,17,18,,,,
Copper,C11000,Copper,100,,,,,,
Nickel,NO2200,Nickel,,,100,,,,
Zinc,Z13000,Zinc,,100,,,,,
Stainless steel,S30400,“18/8”,,,8,,74,18,
"a UNS ID, Uniﬁed Numbering System identiﬁer.",,,,,,,,,
