0,1,2,3,4,5,6
,,,,,,Guido M et al. Human bocavirus
,Table 2  Prevalence of Human Bocavirus infection in gastrointestinal infections and co-infections worldwide from 2005 to 2016,,,,,
Country,Number,Number,Prevalence,Number,Number,Co-infections
,of studies,of subjects,estimates,of studies,of HBoV+ subjects,estimates
,,,(% ) (95%CI),,,(%) (95%CI)
Albania,1,142,9.2 (4.4-13.9),1,13,23.1 (0.2-46.0)
Australia,3,890,8.5 (6.7-10.4),NG,NG,-
Bangladesh,1,138,63.0 (55.0-71.1),NG,NG,-
Brazil,5,2469,4.8 (4.0-5.7),5,119,15.1 (8.7-21.6)
Chile,1,462,19.3 (15.7-22.9),NG,NG,-
China,16,8805,6.6 (6.1-7.1),8,380,67.4 (62.7-72.1)
Finland,3,2493,10.3 (9.1-11.5),2,251,32.7 (26.9-38.5)
Germany,2,338,8.3 (5.3-11.2),2,28,28.6 (11.8-45.3)
Hong Kong,1,1600,6.4 (5.2-7.6),NG,NG,-
Hungary,1,61,3.3 (0.0-7.7),NG,NG,-
Iran,4,621,14.2 (11.4-16.9),1,16,0.0 (0.0-0.0)
Ireland,1,155,7.7 (3.5-11.9),1,12,100.0 (100.0-100.0)
Italy,2,1291,2.8 (1.9-3.7),2,36,22.2 (8.6-35.8)
Japan,2,424,3.8 (2.0-5.6),2,16,62.5 (38.8-86.2)
Mexico,1,76,1.3 (0.0-3.9),1,1,100.0 (100.0-100.0)
Nepal,1,96,9.4 (3.5-15.2),NG,NG,-
Nigeria,1,96,29.2 (20.1-38.3),NG,NG,-
Pakistan,3,498,10.6 (7.9-13.4),1,47,97.9 (93.7-100.0)
Paraguay,1,349,10.6 (7.4-13.8),1,37,40.5 (24.7-56.4)
Russia,2,7031,1.4 (1.1-1.6),2,95,49.5 (39.4-59.5)
South Korea,3,1640,3.8 (2.9-4.8),2,55,14.5 (5.2-23.9)
Spain,1,520,9.2 (6.7-11.7),1,48,52.1 (38.0-66.2)
Taiwan,1,110,3.6 (0.1-7.1),NG,NG,-
Thailand,4,848,3.8 (2.5-5.1),3,19,57.9 (35.7-80.1)
Tunisia,1,96,58.3 (48.5-68.2),NG,NG,-
Turkey,1,150,8.7 (4.2-13.2),NG,NG,-
United Kingdom,3,12459,5.4 (5.0-5.7),1,324,46.0 (40.6-51.4)
United States,2,640,3.6 (2.2-5.0),NG,NG,-
Total,68,44498,5.9 (5.7-6.1),36,1497,46.7 (44.2-49.2)
