0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,Figure 5: Forest plot of comparison: death.,,,,,,,,
,,Shenfu injection,,,Control,,,Mean diﬀerence,,Mean diﬀerence,,
Study or subgroup,Mean,SD,Total,Mean,SD,Total,Weight,"IV, random, 95% CI",,"IV, random, 95% CI",,
Chen H. Y. 2011,525.2,168.8,30,758.6,274.3,28,7.1%,"−233.4 [ −351.6, −115.2]",,,,
Chen X. B. 2009,376.5,205.9,40,766.2,297.6,40,7.3%,"−389.7 [ −501.85, −277.55]",,,,
Chen Z. G. 2009,249.8,5.2,30,306.2,50,27,10.5%,"−56.4 [ −75.35, −37345]",,,,
,,,,,,,,"−204 [−368.41, −39.59]",,,,
Guo J.J. 2006,644.5,285.4,36,848.5,352.3,26,5.4%,,,,,
,,,,,,,,"−104.9 [−127.96, −81.84]",,,,
Guo Q. 2009,186.8,41.9,35,291.7,55.6,35,10.5%,,,,,
,,,,,,,,"−85.3 [ −136.68,  −33.92]",,,,
Liu S. M. 2008,382.1,151.8,74,467.4,171.2,78,9.7%,,,,,
,,,,,,,,"−500 [−598.36, −401.64]",,,,
Luo X. Y. 2009,1.796.5,237.7,50,2.296.5,263.5,50,7.9%,,,,,
,,,,,,,,"−172.9 [−200.93, −144.87]",,,,
Lv G. 2010,251.4,63.3,31,424.3,47.5,30,10.4%,,,,,
,,,,,,,,"−145.1 [−176.96, −113.24]",,,,
Tan L. J. 2011,212.5,56.7,38,357.6,73.4,30,10.3%,,,,,
Wu. H.  J. 2009,512.9,176,33,553.9,150.4,29,8.6%,"−41 [ −502,  −37345]",,,,
,,,,,,,,"−390.3 [ −502, −278.6]",,,,
Yang Z. Y. 2008,375.6,204.2,40,765.9,297,40,7.3%,,,,,
Zhou G. 2010,576.5,201.4,19,887.4,322.6,18,5.1%,"−310.9 [−485,29, −136.51]",,,,
,,,,,,,,"−201.26 [−255.27, −147.25]",,,,
Total (95% CI),,,456,,,431,100.0%,,,,,
,,,,,,,,,−500−250,0,250,500
"Heterogeneity: 
τ2",=7116.18;,χ2,,,,,,,,,,
,,,= 176.82; df = 11 (P < 0.00001); I2 = 94%,,,,,,,,,
,,,,,,,,,Favours SFI,,Favours control,
,,= 7.3 (P < 0.00001),,,,,,,,,,
