0,1,2,3,4
10,,,,Mediators of Inflammation
,Table 7: Impact of acute cerebrovascular accident to T cells populations in biological prosthesis recipients.,,,
,,Acute cerebrovascular,No acute cerebrovascular,
T cells populations,"Healthy donors, 𝑛 = 48",,,𝑝 value
,,"accident, 𝑛 = 3","accident, 𝑛 = 22",
+,,,,1-2 𝑝 = 0.005
"CD3
%",78.27 (73.07; 82.52),65.68 (62.34; 68.66),71.84 (65.68; 76.38),
,,,,1–3 𝑝 = 0.003
+,,,,
"abs.
CD3",1419.31 (1126.25; 1735.91),853.84 (748.08; 1441.86),1281.15 (1071.68; 1515.78),n/s
"+
+",,,,
"CD3
CD8
%",25.80 (20.64; 33.20),19.96 (18.93; 33.45),24.52 (18.07; 27.32),n/s
"+
+",,,,
"CD3
CD8
abs.",462.37 (349.70; 647.87),259.48 (227.16; 702.45),413.12 (310.95; 597.77),n/s
,,,,1-2 𝑝 < 0.001
CM Tcyt%.,11.50 (8.70; 16.38),3.05 (1.61; 3.93),6.30 (4.21; 7.94),1–3 𝑝 < 0.001
,,,,2-3 𝑝 = 0.01
,,,,1-2 𝑝 < 0.001
CM Tcyt abs.,51.69 (36.70; 74.30),8.92 (4.17; 21.42),26.35 (19.22; 31.72),
,,,,1–3 𝑝 < 0.001
EM Tcyt%,31.82 (18.80; 43.55),15.97 (14.01; 57.57),32.65 (22.67; 38.57),n/s
EM Tcyt abs.,122.56 (74.29; 196.04),98.41 (41.43; 130.76),120.99 (74.36; 162.12),n/s
,,,,1-2 𝑝 = 0.04
TEMRA Tcyt%,26.67 (19.58; 34.93),71.45 (26.89; 76.42),49.03 (43.46; 56.58),
,,,,1–3 𝑝 < 0.001
TEMRA Tcyt abs.,104.32 (72.94; 188.42),185.39 (61.08; 536.81),198.48 (129.60; 332.12),1–3 𝑝 = 0.002
,,,,1-2 𝑝 = 0.03
N Tcyt%,24.46 (16.51; 39.58),10.98 (6.52; 11.61),13.49 (8.10; 15.83),
,,,,1–3 𝑝 < 0.001
,,,,1-2 𝑝 = 0.005
N Tcyt abs.,98.47 (56.29; 199.74),28.49 (26.37; 45.79),43.90 (33.37; 64.74),
,,,,1–3 𝑝 < 0.001
"+
+",,,,
"CD3
CD4
%",48.06 (41.04; 52.58),36.60 (34.28; 40.70),43.02 (37.69; 53.87),1-2 𝑝 = 0.03
"+
+",,,,
"CD3
CD4
abs.",835.92 (624.17; 1096.10),529.10 (439.20; 719.88),723.73 (631.84; 979.38),1-2 𝑝 = 0.03
CM Th%,44.67 (38.42; 49.32),46.42 (34.21; 48.77),39.46 (35.30; 45.49),n/s
,,,,1-2 𝑝 = 0.01
CM Th abs.,338.29 (269.64; 484.11),245.60 (214.19; 246.27),287.48 (227.73; 445.52),
,,,,1–3 𝑝 = 0.04
EM Th%,24.02 (17.54; 30.71),26.64 (22.92; 32.53),25.82 (17.82; 29.66),n/s
EM Th abs.,197.64 (150.63; 229.90),140.95 (100.66; 234.17),169.64 (135.15; 237.85),n/s
TEMRA Th%,0.82 (0.37; 1.67),1.18 (0.44; 14.03),1.64 (0.94; 2.49),1–3 𝑝 = 0.003
TEMRA Th abs.,6.17 (3.11; 13.58),6.24 (1.93; 100.99),11.71 (6.62; 26.89),1–3 𝑝 = 0.008
N Th%,29.88 (19.81; 36.00),25.76 (19.23; 27.88),33.39 (24.50; 39.09),n/s
N Th abs.,222.99 (145.88; 369.81),136.29 (122.44; 138.43),231.64 (159.70; 382.83),2-3 𝑝 = 0.04
CD4/CD8,2.01 (1.34; 2.44),1.93 (1.02; 2.03),1.81 (1.39; 2.41),n/s
n/s: not significant.,,,,
