0,1,2,3,4,5,6,7,8,9
Table 2,,,,,,,,,
Determinants of Ebola exposure.,,,,,,,,,
,Pooled,,,Sierra Leone,,,Liberia,,
,(1),(2),(3),(4),(5),(6),(7),(8),(9)
Male,1.07,1.12,1.12,1.15,1.18,1.18,1.02,1.05,1.07
,(0.91–1.27),(0.95–1.32),(0.95–1.33),(0.90–1.46),(0.92–1.51),(0.92–1.52),(0.81–1.28),(0.83–1.33),(0.84–1.36)
Age Groups (18–24 omitted),,,,,,,,,
25–34,1.08,1.02,1.00,0.87,0.89,0.89,1.35,1.28,1.22
,(0.77–1.52),(0.72–1.44),(0.71–1.41),(0.52–1.46),(0.54–1.46),(0.55–1.46),(0.87–2.10),(0.80–2.07),(0.75–1.99)
35–44,1.14,1.12,1.12,0.95,1.01,1.02,1.43,1.40,1.35
,(0.81–1.59),(0.78–1.60),(0.78–1.60),(0.57–1.59),(0.61–1.69),(0.62–1.68),(0.91–2.24),(0.85–2.29),(0.83–2.21)
45þ,1.22,1.30,1.25,0.88,0.96,0.94,2.38***,2.37***,2.24***
,(0.89–1.67),(0.93–1.81),(0.89–1.77),(0.55–1.39),(0.60–1.53),(0.59–1.50),(1.44–3.91),(1.40–4.01),(1.28–3.93)
,Education (no formal education omitted),,,,,,,,
Some primary,0.97,0.82,0.82,0.82,0.71*,0.72,0.79,0.75,0.76
,(0.71–1.32),(0.60–1.12),(0.61–1.11),(0.54–1.22),(0.47–1.06),(0.48–1.07),(0.50–1.25),(0.47–1.18),(0.48–1.20)
Some secondary,1.47**,1.15,1.10,1.56**,1.31,1.31,0.99,0.74,0.70
,(1.07–2.02),(0.85–1.55),(0.81–1.49),(1.05–2.31),(0.87–1.96),(0.88–1.96),(0.62–1.59),(0.48–1.15),(0.43–1.15)
Some post-secondary,1.48*,1.06,1.07,1.33,1.17,1.16,1.44,0.92,0.89
,(0.98–2.23),(0.70–1.60),(0.72–1.60),(0.75–2.35),(0.68–2.02),(0.67–2.00),(0.84–2.44),(0.52–1.63),(0.49–1.61)
Number of Adults in HH,1.00,1.00,1.01,1.02,1.02,1.03,0.97,0.96,0.96
,(0.97–1.04),(0.96–1.04),(0.97–1.05),(0.97–1.07),(0.97–1.08),(0.98–1.08),(0.92–1.04),(0.90–1.03),(0.90–1.03)
,Household SES Quintiles (lowest quintile omitted),,,,,,,,
2,1.07,1.12,1.13,1.38,1.41,1.34,0.88,0.92,0.93
,(0.75–1.53),(0.78–1.62),(0.79–1.62),(0.80–2.37),(0.80–2.49),(0.77–2.32),(0.59–1.33),(0.60–1.41),(0.59–1.47)
3,0.86,0.88,0.88,1.39,1.46,1.29,0.50***,0.46***,0.51**
,(0.61–1.21),(0.63–1.25),(0.60–1.27),(0.83–2.33),(0.88–2.41),(0.76–2.18),(0.32–0.77),(0.29–0.75),(0.30–0.89)
4,0.93,0.87,0.82,1.73*,1.62,1.43,0.47***,0.40***,0.40***
,(0.65–1.35),(0.60–1.28),(0.57–1.18),(0.97–3.09),(0.90–2.92),(0.81–2.54),(0.30–0.74),(0.25–0.64),(0.25–0.66)
5 (High SES),0.84,0.80,0.77,2.00**,1.86*,1.66,0.32***,0.31***,0.33***
,(0.58–1.20),(0.55–1.16),(0.51–1.14),(1.12–3.58),(0.96–3.58),(0.87–3.16),(0.20–0.52),(0.19–0.52),(0.19–0.56)
Urban,1.80***,1.35*,1.07,1.49,1.03,0.83,1.62***,1.25,1.03
,(1.32–2.45),(0.96–1.88),(0.75–1.53),(0.85–2.61),(0.53–2.03),(0.41–1.68),(1.19–2.23),(0.91–1.73),(0.70–1.51)
,Community Education (avg. of some primary omitted),,,,,,,,
Avg. some secondary,,1.99***,1.86***,,2.12***,2.04***,,1.21,1.17
,,(1.40–2.84),(1.28–2.70),,(1.26–3.58),(1.21–3.43),,(0.79–1.87),(0.71–1.94)
Avg. some post-secondary,,2.41***,1.95***,,1.24,1.19,,2.34***,2.07**
,,(1.51–3.84),(1.18–3.20),,(0.49–3.17),(0.46–3.12),,(1.33–4.14),(1.03–4.19)
,Community SES Quintiles (lowest quintile omitted),,,,,,,,
2,,1.17,1.10,,1.39,1.44,,1.13,0.77
,,(0.78–1.74),(0.69–1.74),,(0.78–2.48),(0.81–2.57),,(0.70–1.80),(0.38–1.57)
3,,1.62**,1.34,,2.88**,2.81**,,0.78,0.65
,,(1.02–2.58),(0.76–2.37),,(1.26–6.56),(1.20–6.56),,(0.47–1.28),(0.32–1.33)
4,,1.21,1.12,,1.21,1.29,,0.88,0.69
,,(0.73–1.99),(0.62–2.02),,(0.54–2.68),(0.58–2.86),,(0.54–1.45),(0.33–1.43)
5 (High SES),,1.04,1.19,,1.85,1.89,,0.60**,0.81
,,(0.66–1.65),(0.62–2.32),,(0.64–5.37),(0.62–5.75),,(0.36–0.99),(0.36–1.83)
Region fixed effects,NO,NO,YES,NO,NO,YES,NO,NO,YES
Observations,2279,2172,2172,1135,1135,1135,1145,1039,1039
"Coefficients presented are odds ratios with confidence intervals in parentheses. Logistic regression was run using survey weights provided by Afrobarometer, post-",,,,,,,,,
