0,1,2,3,4,5,6,7
Table 4. Known-group validity,,,,,,,
,,According to performance status,,,,According to sex,
Variable,Karnofsky,Karnofsky,Karnofsky,,,,
,,,,p-value,Male,Female,p-value
,100,90,< 90,,,,
Urinary symptom,,,,,,,
Visit 1,18.5,23.2,38.1,< 0.001,25.2,23.6,0.641
Visit 2,19.1,18.3,36.1,0.003,21.1,20.5,0.878
Visit 3,14.6,17.7,29.1,0.014,19.1,13.5,0.083
Malaise,,,,,,,
Visit 1,11.5,8.6,21.6,0.005,13.4,18.0,0.140
Visit 2,5.9,9.1,20.2,< 0.001,7.5,15.4,0.007
Visit 3,5.3,9.0,14.7,0.022,7.7,11.1,0.262
Intravesical treatment,,,,,,,
Visit 1,15.9,15.8,29.4,0.079,17.8,25.0,0.122
Visit 2,13.0,14.0,28.6,0.064,13.8,18.5,0.346
Visit 3,10.5,13.3,23.5,0.087,13.2,13.9,0.884
Future worries,,,,,,,
Visit 1,37.2,34.4,47.5,0.151,38.3,50.0,0.009
Visit 2,30.8,31.3,42.9,0.180,30.7,36.1,0.266
Visit 3,29.8,30.0,40.2,0.289,30.5,35.1,0.407
Bloating and flatulence,,,,,,,
Visit 1,12.1,7.5,12.7,0.262,12.5,19.7,0.063
Visit 2,8.0,6.1,16.7,0.107,7.9,17.3,0.012
Visit 3,7.8,10.0,4.9,0.566,8.4,12.5,0.316
Sexual function,,,,,,,
Visit 1,23.0,25.2,6.9,0.034,25.4,7.8,< 0.001
Visit 2,20.7,15.5,11.9,0.277,21.8,3.2,< 0.001
Visit 3,23.1,15.7,NA,< 0.001,20.7,7.2,0.011
Male sexual problem,,,,,,,
Visit 1,32.8,40.0,56.4,0.071,-,-,-
Visit 2,32.9,29.8,60.0,0.046,-,-,-
Visit 3,25.4,38.5,74.2,< 0.001,-,-,-
Sexual intimacy,,,,,,,
Visit 1,16.3,17.9,75.0,< 0.001,18.6,8.3,0.189
Visit 2,22.7,18.3,60.0,0.011,24.8,11.1,0.187
Visit 3,18.0,20.8,33.3,0.721,22.0,22.2,0.985
Risk of contaminating a partner,,,,,,,
Visit 1,18.3,18.8,16.7,0.987,19.7,8.3,0.141
Visit 2,21.3,21.7,26.7,0.929,24.3,14.8,0.389
Visit 3,12.6,22.9,NA,0.284,18.5,11.1,0.475
Sexual enjoyment,,,,,,,
Visit 1,37.9,41.9,16.7,0.296,40.9,11.1,0.001
Visit 2,27.9,28.3,40.0,0.629,34.1,3.7,0.003
Visit 3,36.9,33.3,NA,0.205,38.1,7.4,0.003
Female sexual problem,,,,,,,
Visit 1,30.3,16.7,NA,0.577,-,-,-
Visit 2,38.1,NA,NA,0.193,-,-,-
Visit 3,20.0,22.2,NA,0.913,-,-,-
