0,1,2,3,4,5
Table 5.,Raw-blood and raw-meat consumption.,,,,
,Farmer,Animal health worker,Slaughterer,"Rat
trader",Total
"Interviewed cohort members, N",131,61,100,5,297
Reported consumption,64 (48.9),31 (50.8),62 (62.0),5 (100.0),162 (54.5: 48.9–60.1)
Raw-blood consumption,,,,,
None,99 (75.6),45 (73.8),75 (75.0),5 (100.0),224 (75.4: 70.2–80.0)
Yesa,32 (24.4),16 (26.2),25 (25.0),,73 (24.6: 20.0–29.8)
1–3 times,21 (65.6),15 (93.8),17 (68.0),,53 (72.6: 61.4–81.5)
(cid:3) 4 times,11 (34.4),1 (6.3),8 (32.0),,20 (27.4: 18.5–38.6)
Opinion about raw-blood consumption,,,,,
Good,4 (12.5),1 (6.3),8 (32.0),,13 (17.8: 10.7–28.1)
Not good,23 (71.9),12 (75.0),10 (40.0),,45 (61.6: 50.2–72.0)
No opinion or not sure,5 (15.6),3 (18.8),7 (28.0),,15 (20.5: 12.9–31.2)
Raw-meat consumption,,,,,
None,80 (61.1),38 (62.3),69 (69.0),,187 (63.0: 57.3–68.3)
Yesb,51 (38.9),23 (37.7),31 (31.0),5 (100.0),110 (37.0: 31.7–42.7)
1–3 times,25 (49.0),9 (39.1),13 (41.9),4 (80.0),51 (46.4: 37.3–55.7)
(cid:3) 4 times,26 (51.0),14 (60.9),18 (58.1),1 (20.0),59 (53.6: 44.4–62.7)
Opinion about raw-meat consumption,,,,,
Good,28 (54.9),10 (43.5),18 (58.1),1 (20.0),57 (51.8: 42.6–60.9)
Not good,18 (35.3),10 (53.5),9 (29.0),,37 (33.6: 25.5–42.9)
No opinion or not sure,5 (9.8),3 (13.0),4 (12.9),4 (80.0),16 (14.5: 9.2–22.3)
