0,1,2,3,4,5,6,7,8,9,10,11,12,13
Table 1,,,,,,,,,,,,,
Article output,,from 1992 to 2016.,,,,,,,,,,,
Year,TA,AU,AU/TA,NR,NR/TA,PG,PG/TA,NI,NI/TA,NC,NC/TA,TC,TC/TA
1992,140,490,3.5,1535,11.0,1051,7.5,192,1.4,141,1.0,1810,12.9
1993,138,430,3.1,2062,14.9,1061,7.7,201,1.5,151,1.1,1918,13.9
1994,135,421,3.1,1693,12.5,1022,7.6,184,1.4,149,1.1,1973,14.6
1995,164,597,3.6,2596,15.8,1216,7.4,259,1.6,180,1.1,2515,15.3
1996,181,646,3.6,4044,22.3,1413,7.8,299,1.7,205,1.1,3777,20.9
1997,196,659,3.4,4409,22.5,1530,7.8,301,1.5,210,1.1,5367,27.4
1998,232,816,3.5,5119,22.1,1984,8.6,384,1.7,251,1.1,3333,14.4
1999,235,768,3.3,5489,23.4,2081,8.9,386,1.6,264,1.1,4012,17.1
2000,257,851,3.3,6385,24.8,2266,8.8,406,1.6,283,1.1,5537,21.5
2001,231,792,3.4,5077,22.0,2061,8.9,367,1.6,265,1.1,4837,20.9
2002,267,985,3.7,7509,28.1,2687,10.1,500,1.9,340,1.3,6674,25.0
2003,268,945,3.5,7162,26.7,2457,9.2,470,1.8,313,1.2,5574,20.8
2004,290,1085,3.7,7901,27.2,2669,9.2,544,1.9,366,1.3,6458,22.3
2005,345,1295,3.8,8828,25.6,3173,9.2,641,1.9,414,1.2,5856,17.0
2006,411,1674,4.1,"10,925",26.6,3891,9.5,811,2.0,513,1.2,5784,14.1
2007,543,2239,4.1,"15,228",28.0,4926,9.1,1088,2.0,661,1.2,8525,15.7
2008,587,2365,4.0,"16,905",28.8,5635,9.6,1170,2.0,747,1.3,7657,13.0
2009,697,2942,4.2,"20,099",28.8,6286,9.0,1457,2.1,872,1.3,8704,12.5
2010,735,3094,4.2,"23,183",31.5,6906,9.4,1551,2.1,947,1.3,7521,10.2
2011,842,3680,4.4,"28,299",33.6,8297,9.9,1864,2.2,1102,1.3,8454,10.0
2012,927,4379,4.7,"32,783",35.4,9025,9.7,2164,2.3,1280,1.4,"10,634",11.5
2013,969,4505,4.6,"36,103",37.3,9818,10.1,2328,2.4,1386,1.4,7064,7.3
2014,979,4847,5.0,"37,314",38.1,"10,005",10.2,2482,2.5,1429,1.5,4994,5.1
2015,1040,6102,5.9,"40,388",38.8,"10,994",10.6,3091,3.0,1631,1.6,3075,3.0
2016,1147,6920,6.0,"45,405",39.6,"12,698",11.1,3505,3.1,1852,1.6,1244,1.1
Total,"11,956","53,527",,"376,441",,"115,152",,"26,645",,"15,952",,"133,297",
Average,,,4.0,,26.6,,9.1,,1.9,,1.2,,14.7
