0,1,2,3,4,5,6,7,8,9,10,11
Table 2.,"Prevalence of CCoV infection by age, sex, breed and clinical status for dogs",,,,,,,,,,
,,,,,,,,,,,CCoV ORF3
,,,,,CCoV N,CCoV-I S,,,CCoV-II S,,
,,,No. of,,,,,,,,(CCoV-I specific)
Clinical status,,Status,,,,,,,,,
,,,dogs,,,,,,,,
,,,,No. of,Rate,No. of,Rate,No. of,Rate,No. of,Rate
,,,,positive,(%),positive,(%),positive,(%),positive,(%)
Healthy,Age,<3 month,14,2,14.3,1,7.1,0,0.0,1,7.1
,,3–11 month,12,1,8.3,0,0.0,1,8.3,0,0.0
,,1–2 year,13,2,15.4,2,15.4,0,0.0,2,15.4
,,>2 year,12,2,16.7,1,8.3,0,0.0,2,16.7
,Sex,Male,27,4,14.8,2,7.4,1,3.7,2,7.4
,,Female,24,3,12.5,2,8.3,0,0.0,3,12.5
,Breed,Pure bred,45,6,13.3,3,6.7,1,2.2,4,8.9
,,Mix breed,6,1,16.7,1,16.7,0,0.0,1,16.7
Diarrhea,Age,<3 month,15,7,46.7,5,33.3,1,6.7,6,40.0
,,3–11 month,13,6,46.2,6,46.2,0,0.0,6,46.2
,,1–2 year,9,3,33.3,2,22.2,0,0.0,3,33.3
,,>2 year,13,4,30.8,4,30.8,0,0.0,4,30.8
,Sex,Male,27,12,44.4,11,40.7,0,0.0,13,48.1
,,Female,23,8,34.8,6,26.1,1,4.3,6,26.1
,Breed,Pure bred,46,19,41.3,17,37.0,0,0.0,19,41.3
,,Mix breed,4,1,25.0,0,0.0,1,25.0,0,0.0
