0,1,2,3,4,5,6,7,8
,age groups across farms by RT-qPCR.,,,,,,,
,,Sow Farm 1,,Sow Farm 1,,,,
Age,,,,,,Sow Farm 2,,Sow Farm 3
,,(Phase-I),,(Phase-II),,,,
Group,,,,,,,,
,% Positive,Mean,% Positive,Mean,% Positive,Mean,% Positive,Mean
,(Sample n),(Cq Range),(Sample n),(Cq Range),(Sample n),(Cq Range),(Sample n),(Cq Range)
,90% a,35.17 a,75% a,34.23 a,52% a,35.89 a,,
Sows,,,,,,,,
,(9 of 10),(32.47– 39.43),(15 of 20),(31.05–38.05),(16 of 31),(30.99–38.02),,
,20% b,37.01 a,,,,,29% a,32.00 a
Gilts,,,,,,,,
,(2 of 10),(35.71– 38.32),,,,,(23 of 80),(28.16– 39.09)
,86% a,31.82 b,86% a,26.86 b,97% b,26.50 b,100% b,31.70 a
Piglets,,,,,,,,
,(43 of 50),(22.19–38.96),(192 of 224),(14.60–39.15),(30 of 31),(14.69–38.66),(90 of 90),(30.74–32.68)
"a,b Different",,letters indicate significant difference between the age groups by individual,,,,,farm.,Cq = cycle
,quantiﬁcation value.,,,,,,,
