0,1,2,3,4
"Cells 2014, 3",,,,394
,,Table 1. Cont.,,
Virus,Viral protein,Target protein,Reference,
,,pK3 (viral)/MHC-1,,
Rodent herpesvirus Peru,pK3,MHC-I membrane,Herr et al. 2012 [88],
,,bound chaperons,,
Poxvirus,p28,unknown,Huang et al. 2004 [89],
White Spot,,,,
,WSSV222,TSL,He et al. 2009 [90],
Syndrome Virus,,,,
Nairovirus,Polymerase,RIG-I,van Kasteren et al. 2012 [91],
Murine Hepatitis,,TBK1,Wang et al. 2011 [92],
,nsp3,,,
Virus A59,,IRF3,Zheng et al. 2008 [93],
,,RIG-I,,
Foot-and-mouth,,TBK1,,
,L(pro),,Wang et al. 2011 [94],
Disease Virus,,TRAF6,,
,,TRAF3,,
,,RIG-I,,
Hepatitis B Virus,HBx,,Jiang et al. 2010 [95],
,,TRAF3,,
