0,1,2,3,4,5,6,7,8,9,10,11,12,13
,"Table 1. Annual age-specific average numbers (No), positive rates per 100 000 person-years (Rate) and positive proportions (Prop) during the pre-",,,,,,,,,,,,
,"pandemic, pandemic and post-pandemic periods.",,,,,,,,,,,,
Virus,Age,,Pre-pandemica,,,Pandemicb,,,Post-pandemicc,,,p value d,
,,No,Rate,Prop,No,Rate,Prop,No,Rate,Prop,Pre- vs.,Post- vs.,Pre- vs. Post-
,,,,,,,,,,,pandemic,pandemic,pandemic
A(H1N1),0-4y,278,120.5,1.5,20,43.4,0.5,6,13.0,0.1,<0.001,<0.001,<0.001
,5-17y,239,33.6,3.7,3,2.1,0.1,1,0.2,0.0,<0.001,0.398,<0.001
,18-,170,3.8,2.1,33,3.7,0.5,8,0.9,0.1,<0.001,<0.001,<0.001
,64y,,,,,,,,,,,,
,65y+,110,12.1,0.7,31,17.1,0.3,1,0.2,0.0,<0.001,<0.001,<0.001
A(H3N2),0-4y,625,270.9,3.5,159,344.6,3.9,439,951.6,5.2,0.179,0.002,<0.001
,5-17y,250,35.1,3.9,60,42.2,2.7,165,38.7,5.3,0.012,<0.001,0.002
,18-,345,7.6,4.3,243,26.9,3.8,324,35.9,4.3,0.131,0.092,0.859
,64y,,,,,,,,,,,,
,65y+,806,88.7,5.5,276,151.9,3.1,1255,230.3,6.1,<0.001,<0.001,0.018
A(H1N1),0-4y,NA,NA,NA,443,960.2,10.9,298,645.9,3.5,NA,<0.001,NA
pdm09,,,,,,,,,,,,,
,5-17y,NA,NA,NA,987,693.7,44.3,116,27.2,3.7,NA,<0.001,NA
,18-,NA,NA,NA,938,103.9,14.5,252,27.9,3.4,NA,<0.001,NA
,64y,,,,,,,,,,,,
,65y+,NA,NA,NA,97,53.4,1.1,121,22.2,0.6,NA,<0.001,NA
Inﬂuenza B,0-4y,251,108.8,1.4,23,49.9,0.6,91,197.2,1.1,<0.001,0.007,0.039
,5-17y,340,47.8,5.3,50,35.1,2.2,124,29.0,4.0,<0.001,0.001,0.007
,18-,125,2.8,1.5,31,3.4,0.5,105,11.6,1.4,<0.001,<0.001,0.511
,64y,,,,,,,,,,,,
,65y+,130,14.3,0.9,15,8.3,0.2,165,30.3,0.8,<0.001,<0.001,0.425
RSV,0-4y,1827,792.0,10.1,469,1016.6,11.5,795,1723.2,9.4,0.009,<0.001,0.066
,5-17y,90,12.7,1.4,22,15.5,1.0,52,12.2,1.7,0.177,0.048,0.340
,18-,148,3.3,1.8,75,8.3,1.2,90,10.0,1.2,0.001,0.867,0.002
,64y,,,,,,,,,,,,
,65y+,376,41.4,2.6,182,100.2,2.0,350,64.2,1.7,0.012,0.048,<0.001
Adenovirus,0-4y,625,270.9,3.5,57,123.6,1.4,245,531.1,2.9,<0.001,<0.001,0.017
,5-17y,257,36.1,4.0,10,7.0,0.4,110,25.8,3.5,<0.001,<0.001,0.310
,18-,20,0.4,0.2,5,0.6,0.1,10,1.1,0.1,0.024,0.449,0.153
,64y,,,,,,,,,,,,
,65y+,4,0.4,0.0,1,0.6,0.0,2,0.4,0.0,0.719,1.000,0.406
Parainﬂuenza,0-4y,1135,492.0,6.3,198,429.2,4.9,508,1101.1,6.0,0.001,0.011,0.380
,5-17y,96,13.5,1.5,32,22.5,1.4,57,13.4,1.8,0.951,0.321,0.243
,18-,116,2.6,1.4,62,6.9,1.0,96,10.6,1.3,0.012,0.083,0.463
,64y,,,,,,,,,,,,
,65y+,296,32.6,2.0,115,63.3,1.3,315,57.8,1.5,<0.001,0.126,0.001
