0,1,2,3,4,5,6
,,,,,,DC-SIGNR and HIV-1 Susceptibility
Table 1. Characteristics of,,the studies included in the meta-analysis.,,,,
,,,,,,HESN Control
,,,,Cases (HIV-1,Healthy Control,(HIV-1
First author,Year,Country,Ethnicity,positive),(HIV-1 negative),negative)
Liu H,2006,USA,European-American,801,698,217
Lichterdeld M,2003,Germany,European-American,540,134,
Rathore A,2008,India,Asian,168,262,47
Chaudhary O,2008,India,Asian,100,100,150
Wichukchinda N,2007,Thailand,Asian,305,290,102
Xu LJ,2010,China,Asian,144,173,
Zhao J,2008,China,Asian,88,384,
Wang H,2008,China,Asian,345,,468
Wang XH,2010,China,Asian,101,89,52
Boily-Larouche G,2009,Zimbabwe,African,91,,99
"Note: HESN, HIV-exposed seronegative individuals.",,,,,,
doi:10.1371/journal.pone.0042972.t001,,,,,,
