0,1,2,3,4,5
cunningham et al,,,,,Dovepress
,Table 1 Demographic characteristics of the actively engaged and passively engaged segments,,,,
Measure,N,%,Latent class segment,,χ2
,,,Actively engaged,Passively engaged,
sample size,"1,084",100,73.3,26.7,
sex,,,,,20.7***
Male,285,26.3,63.2,36.8,
Female,797,73.7,77.0,23.0,
"Age, years",,,,,19.9***
#29,171,15.8,67.8,32.2,
30–49,653,60.5,77.6,22.4,
50–69,181,16.8,69.6,30.4,
$70,75,6.9,57.3,42.7,
setting,,,,,35.5***
Outpatient,"1,000",92.6,75.6,24.4,
inpatient,80,7.4,45.0,55.0,
education,,,,,38.1***
high school or less,303,28.1,60.1,39.9,
some college or higher,774,71.9,78.6,21.4,
Participant,,,,,13.0***
Patient,333,30.8,66.1,33.9,
Parent/person on behalf of patients,747,69.2,76.6,23.4,
Patient health,,,,,3.6
routine health visit,338,31.4,69.8,30.2,
Minor health problem,298,27.6,74.8,25.2,
Moderately serious health problem,306,28.4,75.5,24.5,
serious health problem,102,9.5,75.5,24.5,
Very serious health problem,34,3.2,70.6,29.4,
immigrant status,,,,,8.0**
Born in canada,922,85.5,74.9,25.1,
Born in other country,156,14.5,64.1,35.9,
language,,,,,2.8
english,970,90.0,74.1,25.9,
not english,108,10.0,66.7,33.3,
"Notes: **P,0.01. ***P,0.001.",,,,,
