0,1,2,3,4,5,6,7,8
"Table 3. Number of reported cases of Category IV, mandatory reporting disease,  Japan, 1999-2005.*",,,,,,,,
,,,,No. of reported cases,,,,
,1999†,2000,2001,2002,2003,2004,2005,Incidence rate‡
,Category IV (all cases to be notified promptly after diagnosis)*,,,,,,,
Anthrax,0,0,0,0,0,0,0,0.00  (0.00)
Avian influenza virus infection,...,...,...,...,0,0,0,0.00
Botulism,...,...,...,...,0,0,3,0.01
Brucellosis,0,0,0,1,0,0,2,0.00
Coccidioidomycosis,0,1,2,3,1,5,5,0.02
Dengue fever,9,18,50,52,32,49,74,0.36
Echinococcosis,,,,,,,,
Granulosus,1,2,2,2,1,1,2,0.01
Multilocularis,6,20,13,8,19,25,18,0.13
Epidemic typhus,0,0,0,0,0,0,0,0.00  (0.00)
Hantavirus pulmonary,,,,,,,,
,0,0,0,0,0,0,0,0.00
syndrome,,,,,,,,
Hemorrhagic fever with renal,,,,,,,,
,0,0,0,0,0,0,0,0.00
syndrome,,,,,,,,
Hepatitis A,761,381,491,502,303,139,170,2.60
Hepatitis E,0,3,0,16,30,37,42,0.17
Herpes B virus infection,0,0,0,0,0,0,0,0.00
Japanese encephalitis,5,7,5,8,1,5,7,0.04  (0.05)
Japanese spotted fever,39,38,40,36,52,66,62,0.38
Legionellosis,56,154,86,167,146,161,281,1.30
Leptospirosis,...,...,...,...,1,18,17,0.09
Lyme disease,14,12,15,15,5,5,8,0.08
Lyssavirus infection,...,...,...,...,0,0,0,0.00
Malaria,112,154,109,83,78,75,67,0.74  (0.53)
Monkeypox,...,...,...,...,0,0,0,0.00
Nipah virus infection,...,...,...,...,0,0,0,0.00
Psittacosis,23,18,35,54,44,40,34,0.29
Q fever,12,24,42,47,9,7,8,0.18
Rabies,0,0,0,0,0,0,0,0.00  (0.00)
Relapsing fever,0,0,0,0,0,0,0,0.00
Scrub typhus,,,,,,,,
,556,791,491,338,402,313,345,3.51  (4.43)
(Tsutsugamushi disease),,,,,,,,
Tularemia,...,...,...,...,0,0,0,0.00
West Nile fever,...,...,...,0,0,0,1,0.00
Yellow fever,0,0,0,0,0,0,0,0.00
...: Not applicable.,,,,,,,,
,* : Defined by the Law Concerning the Prevention of Infectious Diseases and Medical Care for Patients of Infections,,,,,,,
"† : From April to December, 1999",,,,,,,,
,"‡ : Incidence rate is per year per 1,000,000 population in 2000-2005, and the rate in 1993-1998 is in parentheses",,,,,,,
