0,1,2,3,4,5,6,7
6,,,,,,,Advances in Virology
,,,,Table 2: Continued.,,,
,,,Temperature,,,,Relative humidity
Month,Average sunlight (hours),,,,Discomfort from heat and humidity,,
,,Min,Max,,,am,pm
,,,,(e) Hong Kong,,,
Jan,5,13,18,,—,77,66
Feb,4,13,17,,—,82,73
March,3,16,19,,—,84,74
April,4,19,24,,Medium,87,77
May,5,23,28,,Medium,87,78
June,5,26,29,,High,86,77
July,8,26,31,,High,87,77
Aug,6,26,31,,High,87,77
Sept,6,25,29,,High,83,72
Oct,7,23,27,,Medium,75,63
Nov,7,18,23,,Moderate,73,60
Dec,6,15,20,,—,74,63
∗,,,,,,,
,Data is available at BBC weather website (http://www.bbc.co.uk/weather/world/city guides/results).,,,,,,
