0,1,2,3,4,5
,Table 3. Summary of manual and BUHO analysis for,,,,the
,identification of SG regulators.,,,,
,,Cells with SGs (%),SGs per cell,,
dsRNA,,,,,
,Manual,BUHO,Manual,BUHO,
none,37,37,3.6,3.6,
none,47,47,4.5,4.5,
none,40,40,4.4,4.4,
none,42,43,4.0,3.9,
none,40,41,5.5,5.4,
none,42,42,3.9,3.8,
LacZ,42,42,4.2,4.2,
LacZ,42,42,4.3,4.3,
LacZ,41,43,4.7,4.8,
GCN2,29,28,4.2,4.2,
GCN2,37,38,4.4,4.4,
GCN2,26,23,3.5,3.5,
PP1a,59,58,5.0,4.9,
PP1a,54,52,4.2,4.2,
PP1a,53,57,4.3,4.3,
FAK 56D,53,52,4.8,4.8,
FAK 56D,57,54,5.1,5.1,
FAK 56D,61,60,4.6,4.6,
S2R+ cells were treated with the indicated dsRNA and exposed to arsenite. SG,,,,,
formation was analyzed in 7 images (test set) with an average of 300 cells for,,,,,
each treatment. Manual values and BUHO generated results are indicated.,,,,,
doi:10.1371/journal.pone.0051495.t003,,,,,
