0,1,2,3
"Johnson and Wang Virology Journal 2014, 11:4",,,Page 7 of 17
http://www.virologyj.com/content/11/1/4,,,
Austin Hughes,Hui Jin,Marcus Kehrli,
USA,China,USA,
Joseph Hughes,Emma Job,Guenther Keil,
UK,Australia,Germany,
Stephen Hughes,Reimar Johne,Alyson Kelvin,
USA,Germany,Canada,
Veijo Hukkanen,Clinton Jones,Lawrence Kenyon,
Finland,USA,Taiwan,
Abrar Hussain,Kathryn Jones,Daniel Kern,
Pakistan,USA,USA,
Snawar Hussain,Morris Jones,Pattara Khamrin,
USA,USA,Thailand,
Hala Ibrahem,Prapan Jutavijittum,Mohsin Khan,
Egypt,Thailand,USA,
Hiroshi Ichimura,Tal Kafri,Sunil Khattar,
Japan,USA,USA,
Ali Idris,Rolf Kaiser,Alan Khoo,
USA,Germany,Malaysia,
Enrique Iglesias,Adriana Kajon,Yury Khudyakov,
Cuba,USA,USA,
Tetsuro Ikegami,Biao Kan,Frederick Kibenge,
USA,China,Canada,
Tomozumi Imamichi,Sang-Moo Kang,Tara Kieffer,
USA,USA,USA,
M. Irshad,June Kan-Mitchell,Byounghan Kim,
India,USA,"Korea, South",
Pavel Isa,Michael Kann,Seong-Jun Kim,
Mexico,France,USA,
Stuart Isaacs,Jia-Horng Kao,Shin-Hee Kim,
USA,Taiwan,USA,
Miren Iturriza,Vladimir Kapitonov,Su-Mi Kim,
UK,USA,"Korea, South",
James Jancovich,Gerardo Kaplan,Young Bong Kim,
USA,USA,"Korea, South",
Christine Jansen,Beatrix Kapusinszky,Brian Kimble,
Netherlands,USA,USA,
Hongyu Jia,Axel Karger,Istvan Kiss,
China,Germany,Sweden,
Renyong Jia,Hiroaki Kariwa,Pravina Kitikoon,
China,Japan,USA,
Ping Jiang,Fatah Kashanchi,PJ Klasse,
China,USA,USA,
Dong-Yan Jin,Benedikt Kaufer,Aloysius Klingelhutz,
Hong Kong,Germany,USA,
