0,1,2,3,4,5,6,7
Table 1. Results of the Multiplex Reverse Transcriptase-Polymerase,,,,,,,
,,,,,Table 2. Characteristics of the Two Patient Subgroups,,
Chain Reaction Analysis,,,,,,,
,,,,,Respiratory,Respiratory,
,Controls,Patients,,,,,
Virus,,,"P
 value",Parameter,virus-positive,virus-negative,"P
 value"
,(n=78),(n=55),,,,,
,,,,,(n=18),(n=37),
Adenovirus,1 (1.3),4 (7.3),0.159,,,,
,,,,Age (yr),2.32 (0.73–3.47),2.77 (0.34–11.15),0.251
Bocavirus,0 (0),0 (0),,,,,
,,,,Male sex,11 (61.1),20 (54.1),0.774
Coronavirus OC43/229E,1 (1.3),2 (3.6),0.569,,,,
,,,,Respiratory symptoms,16 (88.9),27 (73.0),0.298
Coronavirus NL63,1 (1.3),0 (0),1.0,,,,
,,,,Duration of fever (day),6 (5–7),6 (6–7),0.383
Enterovirus,0 (0),0 (0),,,,,
,,,,Incomplete presentation,3 (16.7),4 (10.8),0.368
Influenza virus A,1 (1.3),0 (0),1.0,,,,
,,,,Refractory cases,1 (5.6),7 (18.9),0.412
Influenza virus B,0 (0),0 (0),,,,,
,,,,Diameters of coronary arteries,,,
Metapneumovirus,2 (2.6),1 (1.8),1.0,,,,
,,,,LMCA (mm),2.4 (2.0–2.6),2.3 (2.0–2.6),0.796
Parainfluenza virus 1,0 (0),1 (1.8),0.414,,,,
,,,,Z score,0.55 (-0.25–1.26),-0.09 (-0.52–0.93),0.267
Parainfluenza virus 2,0 (0),0 (0),,,,,
,,,,LAD (mm),1.8 (1.6–2.1),1.9 (1.7–2.2),0.238
Parainfluenza virus 3,2 (2.6),2 (3.6),1.0,,,,
,,,,Z score,0.2 (-0.38–0.93),0.27 (-0.25–1.05),0.643
Parainfluenza virus 4,0 (0),1 (1.8),0.414,,,,
,,,,RCA (mm),1.8 (1.4–2.1),1.9 (1.7–2.2),0.178
Rhinovirus,20 (25.6),10 (18.2),0.40,,,,
,,,,Z score,-0.32 (-1.31–0.32),0.22 (-0.71–0.57),0.105
Respiratory syncytial virus A,0 (0),0 (0),,,,,
,,,,,Values are presented as median (interquartile range) or number (%).,,
Respiratory syncytial virus B,0 (0),1 (1.8),0.414,,,,
,,,,,"LMCA, left main coronary artery; LAD, left anterior descending coronary",,
Values are presented as no. of patients with relevant virus (%).,,,,"artery; RCA, right coronary artery.",,,
