0,1,2,3,4,5,6,7
,Table 2 Overview of published studies about biochar effects on enteric methane emissions.,,,,,,
Daily BC intake/content,Type,Feedstock,HTT in (cid:1)C,Activation,Blend,CH4-reduction,Source
of rumen liquid,of trial,,,,,,
"0.5% to ruminal
liquid",In vitro,Rice husk,900,No,2% urea,10%,"Leng, Inthapanya &"
,,,,,,,Preston (2012)
"1% to ruminal
liquid",In vitro,Rice husk,900,No,2% urea,12.7%,"Leng, Inthapanya &"
,,,,,,,Preston (2012)
"1% to ruminal
liquid",In vitro,Rice husk,900,No,6% KNO3,49%,"Leng, Inthapanya &"
,,,,,,,Preston (2012)
"0.6% of
feed DM",In vivo,Rice husk,900,No,,20%,"Leng, Preston &"
,,,,,,,Inthapanya (2013)
"0.6% of
feed DM",In vivo,Rice husk,900,No,6% KNO3,40%,"Leng, Preston &"
,,,,,,,Inthapanya (2013)
"1% of
feed DM",In vivo,Rice husk,900,No,Manioc,7%,Phanthavong et al.
,,,,,root,,(2015)
,,,,,feed,,
"9% to ruminal
liquid",In vitro,Wood/straw,,Partly,,n.s. (11–17%),"Hansen, Storm & Sell"
,,,,,,,(2012)
1% of DM feed,In vivo,Wood,>600,,,n.s.,Winders et al. (2019)
"0.5%, 1%, 2%, 5% of",In vitro,Wood/corn,350/550,Ensiled,Mixed to,n.s.,Calvelo Pereira et al.
rumen incubation,,stover,,,ryegrass,,(2014)
,,,,,before,,
,,,,,ensiling,,
"1%, 10% of DM feed",In vitro,Miscanthus straw/,550/700,No,,5%,Cabeza et al. (2018)
,,oil seed rape,,,,,
