0,1,2,3,4,5,6,7,8,9,10,11
,water-,washed,based,borne,infecting,water,water-,poisoning,or disease,water or,
,,,,,,,,,,,Disease
,borne,(reduced,,through,wounds,,borne,through a,related to,solutions,
,,water,,water,,,,bloom,damp,,
,,access),,,,,,,,,
Trichodesmium,,,●,●,,,,,,Cyanobacteria,Exposure to
erythraeum,,,,,,,,,,,"contaminated dialysis,"
,,,,,,,,,,,drinking and bathing
,,,,,,,,,,,water
Trichuris trichiura,●,,,,,,,,,Protozoa,"Can be transmitted
WCP"
,,,,,,,,,,,through drinking water
Toxocara canis,(●),,,,,,,,,Roundworm,"Possible transmission
P"
,,,,,,,,,,,from contaminated soil
,,,,,,,,,,,and water
Toxoplasma gondii,●,,,,,,,,,Protozoa,Infection through oocyst
,,,,,,,,,,,contamination of
,,,,,,,,,,,drinking water
Trichobilharzia,,,●,,,●,,,,Flatworm,"Infection through the
WP"
regenti,,,,,,,,,,,skin from working/
,,,,,,,,,,,bathing in water
Uncinaria spp.,(●),,,,,,,,,Roundworm,"Larva migrans. Oral
W"
,,,,,,,,,,,transmission through
,,,,,,,,,,,water likely
Vibrio choleraee,●,,●,●,,,,,,Bacteria,"Transmission from
P"
,,,,,,,,,,,"estuarine, human and"
,,,,,,,,,,,food sources
Vibrio,,,●,●,,,,,,Bacteria,Contamination of
parahaemolyticus,,,,,,,,,,,shellﬁsh
Vibrio vulniﬁcus,,,●,●,●,,,,,Bacteria,Contamination of
,,,,,,,,,,,shellﬁsh
Vibrio spp. (non-V.,●,,●,●,,,,,,Bacteria,Contamination of
cholerae),,,,,,,,,,,shellﬁsh
Yersinia enterocolitica,●,,,,,,,,,Bacteria,Contamination of
,,,,,,,,,,,untreated water by
,,,,,,,,,,,rodents
Yersinia,●,,,,,,,,,Bacteria,Contamination of
pseudotuberculosis,,,,,,,,,,,untreated water by
,,,,,,,,,,,rodents
https://doi.org/10.1371/journal.pntd.0005659.t001,,,,,,,,,,,
