0,1,2,3,4,5,6,7
Table 2 Prevalence of viral,,infections by age group,,,,,
"Viral
infection",,Age group (years),,,p value,Total,95% CI
,,,,,,(N = 1041),
,"[0–4]
(N = 810)",[5-15] (N = 111),[16–82],(N = 120),,,
,,,,,,n (%),
,n (%),n (%),n (%),,,,
AdV,142(17.5),19(17.1),9(7.5),,0.02,170(16.3),14.1-18.5
EV,119(14.7),3(2.7),6(5.0),,<0.0001,128(12.3),10.3-14.3
RSV,109(13.5),5(4.5),10(8.3),,0.01,124(11.9),9.9-13.9
HRV,77(9.5),3(2.7),1(0.8),,0.00,81(7.8),6.2-9.4
A(H1N1)pdm09,55(6.8),7(6.3),6(5.0),,0.75,68(6.5),5.0-8.0
PIV3,58(7.2),4(3.6),5(4.2),,0.20,67(6.4),4.9-7.9
SIB,41(5.1),7(6.3),3(2.5),,0.36,51(4.9),3.6-6.2
HCoV-OC43,33(4.1),1(0.9),1(0.8),,0.05,35(3.4),2.3-4.5
PIV1,29(3.6),0(0.0),4(3.3),,0.12,33(3.2),2.1-4.2
PIV4,26(3.2),2(1.8),0(0.0),,0.10,28(2.7),1.7-3.7
PIV2,23(2.8),1(0.9),3(2.5),,0.48,27(2.6),1.6-3.6
hMPV,15(1.8),2(1.8),2(1.7),,0.98,19(1.8),1.0-2.6
HCoV-NL63,12(1.5),0(0.0),5(4.2),,0.03,17(1.6),0.8-2.4
HCoV-HKU1,10(1.2),0(0.0),0(0.0),,0.23,10(0.9),0.4-1.5
HCoV-229E,6(0.7),0(0.0),0(0.0),,0.42,6(0.6),0.1-1.1
HPeV,5(0.6),0(0.0),0(0.0),,0.48,5(0.5),0.1-0.9
SIA,0(0.0),0(0.0),0(0.0),,-,0(0.0),-
"AdV: adenovirus, EV: enterovirus, RSV: respiratory syncytial virus, HRV: human rhinovirus, A(H1N1)pdm09: pandemic influenza virus A, SIA: seasonal",,,,,,,influenza virus
