0,1,2,3,4,5,6,7,8,9
"Table 2. Number of reported cases of Category I, II and III, mandatory reporting disease, Japan, 1999-2005.*",,,,,,,,,
,,,,No. of reported cases,,,,,
,1999†,2000,2001,2002,2003,2004,2005,,Incidence rate‡
,,Category I (all cases to be notified promptly after diagnosis)*,,,,,,,
Crimean-Congo hemorrhagic fever,0,0,0,0,0,0,0,0.00,
Ebola hemorrhagic fever,0,0,0,0,0,0,0,0.00,
Lassa fever,0,0,0,0,0,0,0,0.00,(0.00)
Marburg disease,0,0,0,0,0,0,0,0.00,
Plague,0,0,0,0,0,0,0,0.00,(0.00)
Severe Acute Respiratory,,,,,,,,,
,...,...,...,...,0,0,0,0.00,
Syndrome (SARS),,,,,,,,,
Smallpox,...,...,...,...,0,0,0,0.00,(0.00)
,,Category II (all cases to be notified promptly after diagnosis)*,,,,,,,
Acute poliomyelitis,0,1,0,0,0,0,0,0.00,(0.01)
Cholera,39,58,50,51,25,86,56,0.43,(0.90)
Diphtheria,1,0,0,0,0,0,0,0.00,(0.02)
Paratyphoid fever,30,20,22,35,44,88,20,0.30,(0.39)
Shigellosis,620,843,844,699,473,594,553,5.24,
Typhoid fever,72,86,65,63,62,67,50,0.51,(0.64)
,,Category III (all cases to be notified promptly after diagnosis)*,,,,,,,
Enterohemorrhagic,,,,,,,,,
,"3,117","3,642","4,435","3,183","2,999","3,715","3,589",,28.20 (14.08)
Escherichia coli infection,,,,,,,,,
...: Not applicable.,,,,,,,,,
,* : Defined by the Law Concerning the Prevention of Infectious Diseases and Medical Care for Patients of Infections,,,,,,,,
"† : From April to December, 1999",,,,,,,,,
,"‡ : Incidence rate is per year per 1,000,000 population in 2000-2005, and the rate in 1993-1998 is in parentheses",,,,,,,,
