0,1,2,3,4,5,6,7,8,9
,"Table 2 Incidence risk (%) and rates (cases per 1000 days at risk) of individually treated diseases in 3519 white veal calves by production system (10 cohorts,",,,,,,,,
"2007-2009, Belgium)a",,,,,,,,,
Disease,,"Total
(n = 3519)",,Dairy (n = 1429),,Crossbreds (n = 996),,"Beef
(n = 1094)",
,Percentage of cohorts affected,Incidence risk,Incidence rate,Incidence risk,Incidence rate,Incidence risk,Incidence rate,Incidence risk,Incidence rate
,,mean ± SD,mean ± SD,mean ± SD,mean ± SD,mean ± SD,mean ± SD,mean ± SD,mean ± SD
,,(min-max),(min-max),(min-max),(min-max),(min-max),(min-max),(min-max),(min-max)
Total morbiditya,100,31.0 ± 17.4,1.66 ± 0.97,26.1 ± 21.8,1.45 ± 1.23,26.6 ± 19.3,1.39 ± 1.05,38.0 ± 15.2,2.03 ± 0.88
,,(11.2-57.3),(0.57-3.14),(11.2-51.1),(0.57-2.86),(15.4-48.8),(0.78-2.60),(20.8-57.3),(1.05-3.14)
Respiratory disease,100,17.9 ± 9.6,0.95 ± 0.52,16.8 ± 9.7,0.93 ± 0.55,17.3 ± 14.4,0.90 ± 0.77,19.1 ± 8.3,1.00 ± 0.45
,,(8.2-33.9),(0.41-1.79),(8.3-27.4),(0.42-1.52),(8.2-33.9),(0.41-1.79),(10.8-28.9),(0.58-1.56)
Diarrhea,100,5.7 ± 3.8,0.30 ± 0.20,3.3 ± 3.9,0.18 ± 0.22,6.5 ± 2.3,0.03 ± 0.13,7.1 ± 4.5,0.37 ± 0.24
,,(0-0.5),(0.01-0.61),(0.2-7.7),(0.01-0.42),(4.5-9.1),(0.22-0.47),(1.0-11.4),(0.05-0.61)
Arthritis,100,2.0 ± 2.3,0.11 ± 0.12,0.8 ± 0.7,0.04 ± 0.04,1.0 ± 0.7,0.05 ± 0.04,3.7 ± 2.9,0.19 ± 0.16
,,(0.2-7.8),(0.01-0.42),(0.2-1.6),(0.01-0.09),(0.3-1.8),(0.02-0.09),(1.1-7.8),(0.06-0.42)
Scabies,20,1.6 ± 4.4,0.09-0.24,-,-,-,-,4.1 ± 6.7,0.22 ± 0.36
,,(0-14.1),(0-0.75),,,,,(0-14.1),(0-0.75)
Otitis,80,1.3 ± 2.2,0.07 ± 0.12,2.7 ± 4.1,0.15 ± 0.22,1.0-0.7,0.05-0.04,0.4 ± 0.3,0.02 ± 0.01
,,(0-2.0),(0-0.40),(0-7.4),(0-0.40),(0.3-1.8),(0.02-0.09),(0-0.6),(0-0.03)
Ruminal drinking,40,0.8-1.7,0.04 ± 0.09,0.7 ± 1.0,0.04 ± 0.05,-,-,1.5 ± 2.6,0.08 ± 0.14
,,(0-5.4),(0-0.29),(0-1.8),(0-0.10),,,(0-5.4),(0-0.29)
Necrobacillosis,40,0.4 ± 0.6,0.02 ± 0.03,0.1 ± 0.2,0.01 ± 0.01,-,-,0.8 ± 0.7,0.04 ± 0.03
,,(0-1.6),(0-0.08),(0-0.4),(0-0.02),,,(0-1.6),(0-0.08)
Idiopathic peritonitis,30,0.3 ± 0.8,0.02 ± 0.04,0.9 ± 1.5,0.05 ± 0.08,0.1 ± 0.2,0.01 ± 0.01,0.1 ± 0.2,< 0.01 ± 0.01
,,(0-2.6),(0-0.14),(0-2.6),(0-0.14),(0-0.3),(0-0.02),(0-0.3),(0-0.02)
Omphalitis,30,0.3 ± 0.7,0.02 ± 0.03,0.4 ± 0.4,0.02 ± 0.02,0.7 ± 1.2,0.04 ± 0.06,-,-
,,(0-2.0),(0-0.11),(0-0.7),(0-0.04),(0-2.0),(0-0.11),,
Internal hemorrhage,20,0.2 ± 0.4,0.01 ± 0.02,0.4 ± 0.7,0.02 ± 0.04,-,-,0.1 ± 0.1,< 0.01 ± 0.01
,,(0-1.2),(0-0.07),(0-1.2),(0-0.07),,,(0-0.2),(0-0.01)
Colic,30,0.1 ± 0.2,0.01 ± 0.01,-,-,-,-,0.3 ± 0.2,0.01 ± 0.01
,,(0-0.5),(0-0.03),,,,,(0-0.5),(0-0.03)
Growth retardation,20,0.1 ± 0.4,0.01 ± 0.02,-,-,-,-,0.3 ± 0.6,0.02 ± 0.03
,,(0-1.2),(0-0.06),,,,,(0-1.2),(0-0.06)
Abcessation,10,0.1 ± 0.2,< 0.01 ± 0.01,-,-,-,-,0.1 ± 0.3,0.01 ± 0.01
,,(0-0.5),(0.01-0.42),,,,,(0-0.5),(0-0.03)
Neurological symptoms,10,0.1 ± 0.2,0.01 ± 0.01,-,-,-,-,0.2 ± 0.3,0.01 ± 0.02
,,(0-0.6),(0-0.03),,,,,(0-0.6),(0-0.03)
Enterotoxaemia,20,0.05 ± 0.1,< 0.01 ± 0.01,-,-,-,-,0.1 ± 0.2,0.01 ± 0.01
,,(0-0.5),(0-0.02),,,,,(0-0.5),(0-0.02)
Trauma,10,0.03 ± 0.1,< 0.01 ± 0.01,-,-,-,-,0.1 ± 0.2,< 0.01 ± 0.01
,,(0-0.3),(0-0.02),,,,,(0-0.3),(0-0.02)
Eye inflammation,10,0.02 ± 0.1,< 0.01 ± < 0.01,0.1 ± 0.1,< 0.01 ± 0.01,-,-,-,-
,,(0-0.2),(0-0.01),(0-0.2),(0-0.01),,,,
Iron shock,10,0.02 ± 0.1,< 0.01 ± < 0.01,0.1 ± 0.1,< 0.01 ± 0.01,-,-,-,-
,,(0-0.2),(0-0.01),(0-0.2),(0-0.01),,,,
,a Calves could have more than one disease. Both initial and relapse cases were included.,,,- = no cases; SD = standard deviation,,,,,
