0,1,2,3
"Johnson and Wang Virology Journal 2014, 11:4",,,Page 13 of 17
http://www.virologyj.com/content/11/1/4,,,
Joerg Schuettrumpf,Sanna Sillankorva,Fernando Spilki,
Germany,Portugal,Brazil,
Matthias Schweizer,Breno Silva,Cathy Staedel,
Switzerland,Brazil,France,
Christoph Seeger,Malgorzata Simm,Peter Staeheli,
USA,USA,Germany,
Michel Segondy,Thaís Sincero,Robert Stahelin,
France,Brazil,USA,
Renata Servan De Almeida,John Sinclair,Karl Stahl,
France,UK,Sweden,
Donald Seto,Priyanka Singh,John Stambas,
USA,India,Australia,
Norazizah Shafee,David Skibinski,Elspeth Steel,
Malaysia,Singapore,UK,
Shahida Shah,Betty Slagle,Eike Steinmann,
Pakistan,USA,Germany,
Liang Shang,Richard David Sloan,Drake Stenger,
USA,UK,USA,
Shaobin Shang,Krzysztof Smietanka,Joanna Stewart,
USA,Poland,New Zealand,
Yingli Shang,Redmond Smyth,Patricia Hermes Stoco,
USA,France,Brazil,
Colin Sharp,Christopher Snyder,Cristina Stoyanov,
UK,USA,USA,
Huigang Shen,Francisco Sobrino,Ivan Stratov,
China,Spain,Australia,
Zhengli Shi,Maria Söderlund-Venermo,Stephen Stray,
China,Finland,USA,
Hiroyuki Shimizu,Jiuzhou Song,André Streck,
Japan,USA,Brazil,
Kazuya Shirato,Frederic Sorgeloos,Rebecca Strong,
Japan,Belgium,UK,
Zabihollah Shoja,Ricardo Soto-Rifo,Yvonne Su,
Iran,Chile,Singapore,
Nathan Shores,Daniele Souza,Mysore Sudarshana,
USA,Brazil,USA,
Saurabh Shrivastava,Thiago Souza,Chris Sullivan,
India,Brazil,USA,
Maureen Shuh,Enea Spada,Sheena Sullivan,
USA,Italy,Australia,
Deepak Shukla,Ellen Sparger,Rebecca Sumner,
USA,USA,UK,
Matthias Sieber,Stephen Spatz,Chaomin Sun,
Germany,USA,USA,
