0,1,2,3,4,5,6
,,,,,IC50 (nM) of,
,,Coreceptor,,,,
Virus,Subtype,Usage,Tier,CP,CP-IDL,T20
SF162.LS,B,R5,Tier 1,78.79 ±  11,1.51 ±  0.4,25.56 ±  3.1
CRF02_AG clone 242,AG,R5,Tier 1,61.16 ±  13,6.24 ±  3.7,17.63 ±  2.7
pCH119 env,BC,R5,Tier 2,42.29 ±  2.9,5.79 ±  1.1,28.79 ±  2.4
CRF02_AG/A1 clone 280,AG/A1,R5,Tier 2,213.3 ±  14,5.62 ±  1.2,28.39 ±  3.2
CRF02_AG clone 278,AG,R5,Tier 3,44.39 ±  13,8.59 ±  2.4,78.79 ±  11
CRF02_AG clone 33,AG,R5,Tier 3,111.2 ±  4.8,2.82 ±  0.5,45.73 ±  1.6
BG505.W6M.ENV.C2,A,N,N,26.46 ±  8.6,8.61 ±  2.8,33.24 ±  8.5
B1206.W6P.ENV.A1,A,N,N,> 2000,74.49 ±  12,517.6 ±  23
BJ412.W6M.ENV.S3,C,N,N,51.86 ±  12,1.21 ±  0.1,26.17 ±  5.4
ZM109F.PB4,C,R5,N,63.39 ±  4.6,2.93 ±  1.2,19.35 ±  4.4
MJ412.W0M.ENV.B1,C,N,N,45.98 ±  3.2,2.24 ±  1.3,29.23 ±  4.5
