0,1,2,3,4,5,6,7,8,9,10,11,12
,,,,,Similarity,,,,,,,
,,,,,,,,,,100,PFGE,emm
50,55,60,65,70,75,80,85,90,95,,,No. isolates
,,,,,,,,,,,type,type
,,,,,,,,,,,SPYS15.0027,"10
emm12"
,,,,,,,,,,,SPYS15.0036,emm12
,,,,,,,,,,,SPYS15.0028,"3 5 2
emm12"
,,,,,,,,,,,SPYS15.0016,"2
emm12"
,,,,,,,,,,,SPYS15.0030,emm12
,,,,,,,,,,,SPYS15.0038,emm12
,,,,,,,,,,,SPYS15.0032,"1 1 3 3 7
emm12"
,,,,,,,,,,,SPYS15.0029,emm12
,,,,,,,,,,,SPYS15.0014,"0
emm12"
Cluster A,,,,,,,,,,,,
,,,,,,,,,,,SPYS15.0042,emm12
,,,,,,,,,,,SPYS15.0045,emm12
,,,,,,,,,,,SPYS15.0043,emm12
,,,,,,,,,,,SPYS15.0041,"2 1 1 1 1 1 2
emm58"
,,,,,,,,,,,SPYS15.0037,emm1
,,,,,Cluster B,,,,,,SPYS15.0035,emm12
,,,,,,,,,,,SPYS15.0034,emm12
