0,1,2,3,4,5,6,7,8,9
Table 1.,"Excess acute lower respiratory tract infections average weekly hospitalizations per 100 000 children aged 5 years or younger, according to",,,,,,,,
different study periods during ﬁve seasons from 2006 to 2011,,,,,,,,,
,,ALRTI*,,Pneumonia,,,Acute bronchitis,,Acute bronchiolitis
Season,Period,Summer,Periseasonal,Summer,Periseasonal,Summer,Periseasonal,Summer,Periseasonal
2006/2007,Inﬂuenza,–,–,–,–,–,–,–,–
,RSV,63(cid:1)2,40(cid:1)1,14(cid:1)3,10(cid:1)3,18(cid:1)4,8(cid:1)0,30(cid:1)5,21(cid:1)8
,RSV+inﬂuenza,100(cid:1)1,77(cid:1)0,27(cid:1)4,23(cid:1)4,21(cid:1)8,11(cid:1)4,51(cid:1)0,42(cid:1)2
2007/2008,Inﬂuenza,–,–,–,–,–,–,–,–
,RSV,67(cid:1)2,28(cid:1)7,19(cid:1)8,3(cid:1)6,15(cid:1)8,5(cid:1)0,31(cid:1)5,20(cid:1)1
,RSV+inﬂuenza,38(cid:1)1,(cid:3)0(cid:1)3,15(cid:1)7,(cid:3)0(cid:1)6,10(cid:1)2,(cid:3)0(cid:1)6,12(cid:1)2,0(cid:1)8
2008/2009,Inﬂuenza,–,–,–,–,–,–,–,–
,RSV,61(cid:1)4,44(cid:1)9,14(cid:1)4,9(cid:1)5,12(cid:1)8,7(cid:1)1,34(cid:1)2,28(cid:1)3
,RSV+inﬂuenza,130(cid:1)2,113(cid:1)7,28(cid:1)9,23(cid:1)9,28(cid:1)1,22(cid:1)4,73(cid:1)2,67(cid:1)3
2009/2010,Inﬂuenza,30(cid:1)9,19(cid:1)0,14(cid:1)9,9(cid:1)9,8(cid:1)2,6(cid:1)4,7(cid:1)9,2(cid:1)7
,RSV,105(cid:1)9,94(cid:1)0,29(cid:1)5,24(cid:1)6,21(cid:1)9,20(cid:1)1,54(cid:1)5,49(cid:1)4
,RSV+inﬂuenza,–,–,–,–,–,–,–,–
2010/2011,Inﬂuenza,–,–,–,–,–,–,–,–
,RSV,95(cid:1)9,72(cid:1)7,25(cid:1)0,17(cid:1)4,18(cid:1)2,11(cid:1)6,52(cid:1)7,43(cid:1)7
,RSV+inﬂuenza,110(cid:1)3,87(cid:1)0,29(cid:1)9,22(cid:1)3,16(cid:1)5,9(cid:1)9,63(cid:1)9,54(cid:1)8
