0,1,2,3,4,5,6
Table 3. Number of Subjects With Dominant ((cid:2)50% of Total) of Bacteria in Each Group.,,,,,,
,,,,,,P for the
,,,,,,Presence of
,,Group 1A:,Group 1B:,Group 2:,Group 3:,Dominant
,,Cough w/ Bacterial,Cough w/o Bacterial,Allergic Rhinitis,Asymptomatic,Bacteria in
,,Sinusitis (n ¼ 10),Sinusitis (n ¼ 12),(n ¼ 7),(n ¼ 10),Nasal Secretions
,Subjects with dominance of,8 (80%)a,0 (0%),0 (0%),0 (0%),<.0001
PPB (% of total),,,,,,
,Subjects with dominance of,1 (10%),2 (17%),4 (57%),2 (20%),.2
SA (% of,total),,,,,
,Subjects with dominance of,1 (10%),3 (25%),2 (29%),1 (10%),.7
PNPB (% of total),,,,,,
