0,1,2,3,4,5,6,7,8,9,10,11,12,13
,TABLE 7 Matrix of,,,the PBD and results for,,,,toxoﬂavin production by B. gladioli HDXY-02,,,,,
,,Variable levels,,,,,,,,,,,
,,,,,,,,,,,,,Toxoﬂavin concn
No.,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,(mg/liter)
1,1,–1,1,1,–1,–1,–1,–1,1,–1,1,–1,918
2,1,1,–1,1,1,–1,–1,–1,–1,1,–1,1,498
3,–1,1,1,–1,1,1,–1,–1,–1,–1,1,–1,679
4,–1,–1,1,1,–1,1,1,–1,–1,–1,–1,1,838
5,1,–1,–1,1,1,–1,1,1,–1,–1,–1,–1,"1,019"
6,1,1,–1,–1,1,1,–1,1,1,–1,–1,–1,765
7,1,1,1,–1,–1,1,1,–1,1,1,–1,–1,620
8,1,1,1,1,–1,–1,1,1,–1,1,1,–1,950
9,–1,1,1,1,1,–1,–1,1,1,–1,1,1,"1,016"
10,1,–1,1,1,1,1,–1,–1,1,1,–1,1,"1,002"
11,–1,1,–1,1,1,1,1,–1,–1,1,1,–1,312
12,1,–1,1,–1,1,1,1,1,–1,–1,1,1,976
13,–1,1,–1,1,–1,1,1,1,1,–1,–1,1,572
14,–1,–1,1,–1,1,–1,1,1,1,1,–1,–1,837
15,–1,–1,–1,1,–1,1,–1,1,1,1,1,–1,372
16,–1,–1,–1,–1,1,–1,1,–1,1,1,1,1,494
17,1,–1,–1,–1,–1,1,–1,1,–1,1,1,1,889
18,1,1,–1,–1,–1,–1,1,–1,1,–1,1,1,707
19,–1,1,1,–1,–1,–1,–1,1,–1,1,–1,1,886
20,–1,–1,–1,–1,–1,–1,–1,–1,–1,–1,–1,–1,404
