0,1,2,3,4,5,6,7,8
Table I.,,Proportion of NK Cell IFN-(cid:3) Response Mediated by 1F8(cid:2) or 5E6(cid:2) Cells in C57BL/6 Mice Infected with Different Viruses,,,,,,
,,,Percentage of total NK cells synthesizing IFN-(cid:3),,,,,
,Virus,Organ,1F8(cid:2),IF8(cid:4),(%)a,5E6(cid:2),5E6(cid:4),(%)b
Exp. 1,MCMV,Spleen,34,21,(62),27,28,(49)
,,PECs,25,8.8,(74),16,19,(46)
,LCMV-C113,Spleen,6.7,1.2,(85),3.8,3.2,(54)
,,PECs,13,0.9,(94),9.4,3.6,(72)
,LCMC-Arm,Spleen,6.2,2.0,(76),3.6,3.4,(51)
,,PECs,12,1.2,(91),11,5.5,(67)
Exp. 2,LCMV-C114,Spleen,2.2,0.5,(81),1.7,0.7,(71)
,,PECs,13,1.5,(90),11,4.1,(73)
,,Liver,4.5,1.7,(73),3.0,5.2,(37)
,MHV,Spleen,4.5,0.8,(85),1.3,2.2,(37)
,,PECs,1.7,1.8,(49),1.8,2.1,(46)
,,Liver,12,9.2,(57),2.9,12,(19)
,VV,Spleen,3.1,1.7,(65),3.7,5.8,(39)
,,PECs,13,2.9,(82),8.4,4.9,(63)
,,Liver,7.5,3.8,(66),3.0,8.3,(27)
