0,1,2,3,4,5
,n (%),Influenza vaccine n (%),Pneumococcal,Pertussis,Meningococcal
,,,vaccine n (%),vaccine n (%),vaccine n (%)
Overall,,300 (17),397 (22),296 (16),363 (20)
Age (yr),,,,,
16-36,1578 (87),243 (15),342 (23),250 (16),330 (21)
37-55,218 (12),50 (23),50 (23),46 (21),28 (13)
≥ 56,18 (1),7 (39),5 (28),0 (0),5 (28)
Gender,,,,,
Male,1485 (82),261 (18),336 (23),273 (18),299 (20)
Female,327 (18),39 (12),61 (19),23 (7),64 (20)
Countries,,,,,
KSA,1105 (61),163 (15),74 (7),82 (7),302 (18)
Kuwait,253 (14),42 (17),201 (79),87 (34),19 (7)
UAE,203 (11),45 (22),43 (21),35 (17),76 (37)
Bahrain,98 (6),18 (18),0 (0),20 (20),49 (50)
Qatar,93 (5),22 (24),69 (74),27 (29),14 (15)
Oman,60 (3),10 (17),10 (17),45 (75),2 (3)
Education,,,,,
≤ High school certificate,803 (44),128 (16),193 (24),133 (17),172 (21)
> High school certificate,1009 (56),172 (17),204 (20),163 (16),191 (19)
Employments statues,,,,,
No,237 (13),23 (10),51 (22),26 (11),60 (25)
Yes,1575 (87),277 (16),346 (22),270 (17),303 (19)
Government employee,530 (34),80 (15),114 (22),96 (18),110 (21)
Student,432 (27),45 (10),108 (25),114 (26),62 (14)
Private sector employee,415 (26),104 (25),89 (21),44 (11),66 (16)
Business,123 (8),32 (26),35 (29),15 (12),35 (29)
Home maker,46 (3),12 (26),0 (0),0 (0),2 (4)
Retired,29 (2),4 (14),0 (0),1 (3),28 (97)
Smoking status,,,,,
No,845 (47),95 (11),165 (20),105 (12),166 (20)
Yes/per day,967 (53),205 (21),232 (24),191 (20),197 (20)
≤ 10 cigarettes,273 (28),55 (20),41 (15),50 (18),67 (25)
11-20 cigarettes,452 (47),106 (24),119 (26),87 (19),82 (18)
21-30 cigarettes,131 (14),21 (16),27 (21),19 (15),26 (20)
> 30 cigarettes,111 (11),23 (21),45 (41),35 (32),22 (20)
Chronic diseases,,,,,
No,1376 (76),208 (15),288 (21),163 (12),236 (17)
Yes1,436 (24),92 (21),109 (25),133 (31),127 (29)
Diabetes,152 (35),32 (21),31 (20),42 (28),58 (38)
Bronchial asthma,150 (34),29 (19),52 (35),45 (30),37 (25)
Hypertension,54 (12),13 (24),4 (7),15 (28),22 (41)
Hypercholesterolemia,34 (8),6 (18),9 (27),10 (29),12 (35)
Immunosuppressive,37 (8),14 (38),13 (35),15 (41),14 (38)
Malignancy,27 (6),9 (33),5 (16),10 (37),5 (19)
Other lung diseases,23 (5),4 (17),12 (50),10 (44),8 (35)
Heart diseases,22 (5),6 (27),7 (32),9 (41),10 (46)
Chronic kidney disease,10 (2),2 (20),3 (30),7 (70),2 (20)
Other,78 (18),14 (18),22 (28),28 (36),9 (12)
