0,1,2,3,4,5,6,7,8,9
,"Table 3. Clinical signs in piglets inoculated with S-chimeric and S1-chimeric PEDV strains, and culture",,,,,,,,
medium (Mock).,,,,,,,,,
,,,,,,,Clinical Signs,,
,,,Death at Days,,,,,,
Inoculum,n a,% Mortality,,,,,,,
,,,Post-Inoculation,Diarrhea,Anorexia,Lethargy,Dehydration,Weight Loss,Astasia
rPEDVGFP-S-OKN1,6,100 (3/3),3/3 (7 DPI),Severe,+,+,+,+,+
,,,2/3 (5DPI),,,,,,
rPEDVGFP-S1-OKN1,6,100 (3/3),,Severe,+,+,+,+,+
,,,1/3 (7DPI),,,,,,
DMEM (Mock),6,0 (0/3),0/3 (28 DPI),-,-,-,-,-,-
,a Three piglets from each group were euthanized at,,,,"two days post-infection, and the remaining piglets were",,,,
