0,1,2,3,4,5,6,7,8,9,10,11,12
,Table 5: Factors associated with anticipated preventive behaviors to protect others if 2 to 3 new human-to-human H5N1 cases were to,,,,,,,,,,,
be reported in Hong Kong,,,,,,,,,,,,
,,Full compliance with,,,Face mask use in,,,Declaration of ILI,,,Seeking of medical,
,,any quarantine,,,public venues if,,,symptoms at,,,consultation,
,,policies,,,having ILI symptoms,,,border health,,,immediately with,
,,,,,,,,checkpoints,,,the onset of a fever,
,Row%,ORu,ORm,Row%,ORu,ORm,Row%,ORu,ORm,Row%,ORu,ORm
Background characteristics,,,,,,,,,,,,
Education level,,,,,,,,,,,,
≤ Matriculated,87.5,ns,---,90.6,1.00,1.00,86.3,ns,---,94.2,ns,---
≥ University,89.6,,,96.0,2.47*,2.99*,88.4,,,94.2,,
Marital status,,,,,,,,,,,,
Never married,83.5,1.00,1.00,91.0,ns,---,84.6,ns,---,94.1,ns,---
Ever married,91.1,2.02*,2.02*,93.3,,,88.6,,,94.3,,
Employment status,,,,,,,,,,,,
Not employed full-time,87.4,ns,---,88.9,1.00,ns,86.4,ns,---,92.0,1.00,ns
Employed full-time,88.8,,,94.7,2.24*,,87.5,,,95.7,1.96~,
Perceived modes of transmission of human-to-human H5N1:,,,,,,,,,,,,
Respiratory droplets,,,,,,,,,,,,
No/not certain,79.2,1.00,ns,87.5,1.00,ns,90.3,ns,---,95.8,ns,---
Yes,89.8,2.32*,,93.3,1.98~,,86.5,,,94.0,,
Bodily contact,,,,,,,,,,,,
No/not certain,86.9,ns,---,91.9,ns,---,89.2,ns,---,93.8,ns,---
Yes,89.7,,,93.0,,,84.8,,,94.7,,
Objects contaminated with the virus,,,,,,,,,,,,
No/not certain,88.8,ns,---,91.4,ns,---,86.3,ns,---,93.4,ns,---
Yes,87.9,,,93.1,,,87.6,,,94.8,,
Eating well-cooked poultry,,,,,,,,,,,,
No/not certain,88.4,ns,---,91.8,ns,---,86.0,ns,---,93.9,ns,---
Yes,88.0,,,94.4,,,90.4,,,95.2,,
"No. of items with ""yes"" responses in the above 4 items",,,,,,,,,,,,
0 – 2,87.7,ns,---,90.4,1.00,ns,87.1,ns,---,93.4,ns,---
3 – 4,89.1,,,95.5,2.27*,,87.1,,,95.5,,
