0,1,2,3,4,5,6,7
Countries/regions,OM,Age,Size,,Bacteria*,,Ref.
,,,,Hi,Spn,Mcat,
Americas,,,,,,,
Brazil (2001–2002),OME/COME,11m—10y,128,10.2%,6.2%,3.9%,[59]
The US (1995),COME,9m—15y,97,21.6%,5.2%,5.2%,[60]
Average,,,,15.9%,5.7%,4.6%,
Max,,,,21.6%,6.2%,5.2%,
Min,,,,10.2%,5.2%,3.9%,
Europe,,,,,,,
Finland (1981),COME,5m—15y,110,3.6%,2.7%,0.9%,[61]
Wales (1986–1987),COME,(cid:1) 7y (67%),259,12.4%,2.7%,0.4%,[62]
England (1989),COME,< 10y (Mostly),102,16.7%,3.9%,1.0%,[63]
Finland (1993–1994),OME,5m—12y,165,8.5%,10.3%,6.7%,[64]
Finland (1993–1994),OME/COME,< 12y,123,14.6%,11.4%,6.5%,[65]
Finland (1996–1997),OME,1y—9y,67,9.0%,3.0%,9.0%,[66]
Spain (2007),OME/COME,1y—12y,40,12.5%,2.5%,ND**,[67]
Netherlands (2008–2009),COME,< 6y,94,19.1%,5.3%,9.6%,[19]
UK (2012),COME,(cid:1) 18y (83%),62,3.2%,6.50%,4.8%,[68]
Average,,,,11.1%,5.4%,4.9%,
Max,,,,19.1%,11.4%,9.6%,
Min,,,,3.2%,2.5%,0.4%,
Asia,,,,,,,
Turkey (1999),COME,2y—14y,37,10.8%,16.2%,2.7%,[69]
Korea (2004–2008),COME,2y—7y,289,ND,1.7%,ND,[70]
Korea (2000–2002),COME,1y—11y,278,7.9%,1.4%,ND,[71]
Japan (2006),COME,9m—8y,76,5.3%,1.3%,1.3%,[18]
Japan (1988),OME,(cid:1) 15y (73%),613,5.7%,3.3%,0.5%,[72]
Iran (2007–2008),COME,2y—13y,63,9.5%,15.9%,9.5%,[73]
Iran (2009–2010),COME,1y—12y,63,4.8%,9.5%,9.5%,[74]
Lebanon (1996–1997),OME,2y—10y,47,19.1%,ND,4.3%,[75]
Lebanon (2009–2010),COME,< 13y,107,19.6%,8.4%,3.7%,[76]
Average,,,,10.3%,7.2%,4.5%,
Max,,,,19.6%,16.2%,9.5%,
Min,,,,4.8%,1.3%,0.5%,
Africa,,,,,,,
Egypt (1993),COME,15m—8y,104,18.3%,5.8%,8.7%,[77]
Egypt (2003–2008),OME/COME,3y—10y,50,ND,12.0%,14.0%,[78]
Average,,,,18.3%,8.9%,11.4%,
Max,,,,18.3%,12.0%,14.0%,
Min,,,,18.3%,5.8%,8.7%,
Oceania,,,,,,,
Australia (1995–2000),COME,11m—10y,45,6.7%,ND,4.4%,[79]
New Zealand (1994),COME,11m—8y,105,16.2%,8.6%,12.4%,[80]
Average,,,,11.5%,8.6%,8.4%,
Max,,,,16.2%,8.6%,12.4%,
Min,,,,6.7%,8.6%,4.4%,
Average (all regions),,,,11.60%,6.5%,5.7%,
,,,,,,,(Continued)
