0,1,2,3,4,5,6,7
Table 1  continued,,,,,,,
No.,Name of isolates,Age group,Sample origin,Collection time,Geographic origin,Partial S gene,ORF3 gene
49,14JM-133a,Suckling,Feces,2014/January,Aichi,,
50,14JM-134a,Suckling,Feces,2014/February,Miyazaki,,
51,14JM-135a,Suckling,Feces,2014/January,Miyazaki,,
52,14JM-136a,Suckling,Feces,2013/December,Miyazaki,,
53,14JM-137a,Suckling,Feces,2014/January,Miyazaki,,
54,14JM-139a,Suckling,Feces,2014/March,Miyazaki,,
55,14JM-141a,Suckling,Feces,2014/April,Miyazaki,,
56,14JM-142a,Suckling,Feces,2014/March,Miyazaki,,
57,14JM-145a,Suckling,Feces,2014/April,Miyazaki,,
58,14JM-146a,Suckling,Feces,2014/April,Miyazaki,,
59,14JM-147a,Suckling,Feces,2014/May,Miyazaki,,
60,14JM-149a,Suckling,Feces,2014/April,Miyazaki,,
61,14JM-150a,Suckling,Feces,2014/March,Miyazaki,,
62,14JM-151a,Suckling,Feces,2014/March,Miyazaki,,
63,14JM-153a,Suckling,Feces,2014/March,Aomori,,
64,14JM-154a,Suckling,Feces,2014/April,Aomori,,
65,14JM-174a,Suckling,Feces,2014/May,Aomori,,*
66,14JM-24b,Suckling,Feces,2014/April,Aichi,,
67,14JM-37c,Suckling,Feces,2014/April,Hokkaido,,*
68,14JM-45c,Suckling,Feces,2014/April,Hokkaido,,
69,14JM-203c,Suckling,Feces,2014/June,Hokkaido,,
70,14JM-56d,Suckling,Feces,2014/April,Aomori,,
71,14JM-60e,Suckling,Feces,2014/April,Aomori,,
72,14JM-138f,Suckling,Feces,2014/March,Miyazaki,,
73,14JM-162b,Suckling,Feces,2014/May,Aichi,,
74,14JM-179e,Suckling,Feces,2014/May,Aomori,,
75,14JM-200g,Suckling,Feces,2014/May,Miyazaki,,
76,14JM-210b,Suckling,Intestinal content,2014/July,Aichi,,
77,14JM-226h,Suckling,Feces,2014/July,Kagoshima,,*
78,14JM-229h,Suckling,Intestinal,2014/July,Kagoshima,,
79,14JM-230h,Suckling,Intestinal,2014/July,Kagoshima,,
80,14JM-252g,Suckling,Feces,2014/March,Miyazaki,,
81,P5-V,,Nisseiken Co.,,,KT968509,KT968517
82,P6P4C6,,Kakatsuken Co.,,,KT968510,KT968518
* PEDV isolates that the sequences of ORF3 gene was identical to that of the isolate 14JM-01,,,,,,,
