0,1,2,3,4,5,6,7,8,9
,,,,,Inpatients,,,,
Virus,,,No. (%) of,,isolations from patients of age:,,,,
,,,,,,,,,Male/female
,,,,,,,,,ratioa
,",6 mo",6 mo–1 yr,1–3 yr,3–6 yr,6–10 yr,.10 yr,Unknown,Total,
Inﬂuenza A virus,3 (6.0),9 (18.0),21 (42.0),10 (20.0),4 (8.0),1 (2.0),2,50,2.7c
Inﬂuenza B virus,0,0,7 (29.2),8 (33.3),9 (37.5),0,0,24,1.4
Parainﬂuenza virus 1,0,0,1,2,0,0,0,3,3.0
Parainﬂuenza virus 2,0,1,0,1,0,0,1,3,2
Parainﬂuenza virus 3,0,3,3,0,0,0,0,6,1
Adenovirus,4 (5.8),6 (8.7),28 (40.6),20 (29.0),4 (5.8),2 (2.9),5,69,2.1
RSV,45 (48.9),22 (23.9),21 (22.8),4 (4.3),0,0,0,92,2.8d
Enterovirus,45 (21.1),31 (14.6),81 (38.0),36 (16.9),13 (6.1),2 (0.9),5,213,1.4
HSV-1,1 (1.6),2 (3.2),35 (55.6),9 (14.3),8 (12.7),5 (7.9),5,63,1.1
