0,1,2,3,4,5,6
8,,,,,,Journal of Immunology Research
,Table 2: Expression profiles of various cytokines in selected tissues of rainbow trout at different time points after infection.,,,,,
,,,Fold change values at time points after infection relative to control,,,
Gene symbol,Tissues,,,,,
,,6 h,12 h,24 h,48 h,72 h
,,∗,∗,,,
,Spleen,39.35 ± 12.98,47.80 ± 13.94,"7
.54 ± 2.33",8.89 ± 2.64,3.63 ± 1.04
,,,∗,,,
,Head kidney,180.12 ± 75.62,393.18 ± 95.32,17.50 ± 7.97,17.39 ± 5.72,28.38 ± 8.11
il1b,,,∗,,,
,Liver,68.47 ± 26.01,151.60 ± 42.63,19.35 ± 6.24,22.21 ± 8.50,81.23 ± 32.69
,,,∗,,,
,Thymus,3.36 ± 0.73,9.74 ± 2.93,2.00 ± 0.57,1.63 ± 0.35,2.75 ± 0.66
,,,∗,,,
,Spleen,8.68 ± 4.55,7.76 ± 2.34,−1.16 ± 0.37,1.12 ± 0.30,1.82 ± 0.52
,,,∗,,,
,Head kidney,2.06 ± 0.70,11.94 ± 4.32,−1.18 ± 0.53,−1.31 ± 0.26,1.64 ± 0.38
tnf,,∗,∗,,,
,Liver,21.10 ± 13.46,11.58 ± 4.93,3.74 ± 1.68,8.50 ± 4.33,10.88 ± 5.68
,Thymus,1.18 ± 0.28,2.10 ± 0.74,−1.27 ± 0.36,−1.13 ± 0.15,1.54 ± 0.25
,,∗,,,,∗
,Spleen,27.85 ± 11.11,14.92 ± 4.55,4.30 ± 1.31,13.37 ± 6.27,17.80 ± 6.48
,,∗,,,,∗
,Head kidney,26.59 ± 9.13,19.11 ± 5.15,"7
.24 ± 1.89",13.14 ± 4.92,24.12 ± 7.00
il8,,∗,,,,∗
,Liver,60.14 ± 24.25,25.32 ± 13.09,9.30 ± 3.11,71.70 ± 55.32,39.32 ± 22.19
,Thymus,1.13 ± 0.31,1.33 ± 0.48,−1.38 ± 0.35,−1.14 ± 0.52,1.25 ± 0.28
,Spleen,1.24 ± 0.33,1.26 ± 0.27,1.46 ± 0.41,1.19 ± 0.35,1.29 ± 0.38
,,,∗,,,
,Head kidney,20.39 ± 9.00,54.04 ± 18.64,10.35 ± 4.94,11.83 ± 6.24,15.53 ± 6.49
il10,,,,,,∗
,Liver,2.52 ± 0.88,3.19 ± 1.12,3.08 ± 0.84,3.20 ± 0.95,3.63 ± 1.14
,Thymus,1.51 ± 0.52,1.59 ± 0.50,1.41 ± 0.47,1.41 ± 0.38,1.15 ± 0.32
,Spleen,1.11 ± 0.08,−1.05 ± 0.09,1.14 ± 0.15,1.04 ± 0.11,−1.06 ± 0.12
,Head kidney,1.17 ± 0.12,1.10 ± 0.09,1.14 ± 0.12,1.06 ± 0.14,−1.11 ± 0.13
tgfb,,,,∗,,
,Liver,1.34 ± 0.14,1.50 ± 0.18,2.17 ± 0.35,1.76 ± 0.24,1.50 ± 0.20
,Thymus,−1.13 ± 0.16,−1.40 ± 0.22,−1.42 ± 0.33,−1.21 ± 0.24,−1.06 ± 0.16
∗,,,,,,
,Significant expression difference (𝑝 < 0.05) between the infected and the control groups is indicated in bold.,,,,,
