0,1,2,3
"Johnson and Wang Virology Journal 2014, 11:4",,,Page 4 of 17
http://www.virologyj.com/content/11/1/4,,,
Marion Cornelissen,Nicola Decaro,Àngela Domínguez,
Netherlands,Italy,Spain,
Adriana Correa,Sehgal Deepak,Chunsheng Dong,
Brazil,India,China,
Mathias Corteel,Aldo Dekker,Anton Dormer,
Belgium,Netherlands,USA,
Maria Isabel Costafreda,Mariana del Vas,Xiaoguang Dou,
USA,Argentina,China,
Robert Coutts,Serena Delbue,Joseph Dougherty,
UK,Italy,USA,
Lucyna Cova,Fei Deng,Trevor Drew,
France,China,UK,
Megan Crane,Yi-Mo Deng,Jan Felix Drexler,
Australia,Australia,Germany,
Lunbiao Cui,Carl Deom,William Drobyski,
China,USA,USA,
Claus-Peter Czerny,Erik Depla,Ioannis Drositis,
Germany,Belgium,Greece,
Flavio Da Fonseca,Klaus Depner,Heidi Drummer,
Brazil,Germany,Australia,
Krystyna Dabrowska,Moutaz Derbala,Edward Dubovi,
Poland,Qatar,USA,
Armando Damiani,Daniel Desmecht,Jean-Bernard Duchemin,
Germany,Belgium,Australia,
Ying Dang,Ulrich Desselberger,Robert Duda,
USA,UK,USA,
Srikanta Dash,Joanne Devlin,Jaquelin Dudley,
USA,Australia,USA,
Sibnarayan Datta,Francesco Di Serio,Joseph Dudley,
India,Italy,USA,
Alan Davis,Marcel Dinger,William Dundon,
USA,Australia,Austria,
Andrew Davison,Maurizio Divizia,John Dunn,
UK,Italy,USA,
Cecilia Dayaraj,Gerhard Dobler,Ralf Durrwald,
India,Germany,Germany,
Wu De,Virginie Doceul,Robert Dusek,
China,France,USA,
Cristian De Battisti,Riccardo Dolcetti,James Earnest,
Italy,Italy,USA,
Luana de Borba,Joseph Domachowske,Marion East,
Argentina,USA,Germany,
Juan Carlos de la Torre,Samuel Dominguez,Andrew Easton,
USA,USA,UK,
