0,1,2,3,4,5,6,7
,Table 1. Basic data on Hypsugopoxvirus (HYPV) in comparison with all known poxviruses detected to,,,,,,
,date in bats worldwide.,,,,,,
,,,,,Clinical/,,
,,Sample,,Collection,,Laboratory,
Poxvirus Strain,Host,,Origin,,Post-Mortem,,Ref.
,,Source,,Date,,Outcomes,
,,,,,Findings,,
Hypsugopox virus,,Pool of,,,,,
,,,,,Humerus fracture,"CC, EM, nFGS",
(HYPV),Hypsugo,viscera,,,,,
,,,Europe (Italy),2017,"and osteomalacia,","(166,600 nt), GA",This study
"Id lab:
IZSLER",savii,(heart and,,,,,
,,,,,calcium deﬁciency,(161 genes),
251170-23/2017,,lungs),,,,,
,,,North Western,,,,
Pteropox virus,Pteropus,Wing,Australia,,Multiple nodules on,"PGS (133,492 nt),",
,,,,2015,,,[12]
(PTPV),scapulatus,membrane,(Kimberley,,the wing membranes,GA (143 genes),
,,,region),,,,
Eptesipox virus,,,,,Necro-suppurative,"CC, EM, FGS",
,Eptesicus,Elbow,America,,,,
(EPTV) strain,,,,2011,osteomyelitis in,"(176,688 nt), GA","[9,10]"
,fuscus,joint,"(WA, USA)",,,,
“Washington“,,,,,multiple joints,(191 genes),
Eidolon helvum,Eidolon,Throat,,,Apparently healthy,,
,,,Africa (Ghana),2009,,PGS,[11]
poxvirus 1 (EHPV1),helvum,swabs,,,bats,,
,Miniopterus,,South,,,,
,,Skin,,,Nodular cutaneous,,
NA,schreibersii,,Australia,2009,,EM,[13]
,,biopsies,,,lesions,,
,bassanii,,(Naracoorte),,,,
,NA: not available; CC: cell culture isolation; EM: electron microscopy identiﬁcation; FGS: full-genome sequence;,,,,,,
