0,1,2,3,4,5
,"Table 1. Overview of wild bird samples involved in the study, and the prevalence of CoV in different species.",,,,
Order,Group,Species,Positive (n),Sampled (n),Rate %
Anseriformes,Geese,5 species,,,
,,Anser canagica,10,22,45.5
,,Branta bernicla,1,11,9.1
,,Anser caerulescens,7,188,3.7
,,Anser albifrons,1,11,9.1
,,Anser anser,-,1,0
,Ducks,1 Species,,,
,,Anas acuta,14,122,11.5
Charadriiformes,Waders,9 Species,,,
,,Calidris melanotos,-,1,0
,,Phalaropus fulicarius,3,14,21.4
,,Calidris or Erolia ruficollis,7,75,9.3
,,Eurynorhynchus pygmeus,1,1,100
,,Calidris mauri,5,23,21.7
,,Calidris alpina,1,5,20.0
,,Calidris pusilla,1,5,20.0
,,Phalaropus lobatus,1,5,20.0
,,Arenaria interpres,-,1,0
,Gulls,6 Species,,,
,,Larus ridibundus,5,61,8.2
,,Larus glaucescens,2,148,1.4
,,Larus vegae,2,36,5.6
,,Larus hyperboreus,1,11,9.1
,,Rissa brevirostris,-,65,0
