0,1,2,3,4,5
,"Immediately, no.","Within 4 h, no.",Same business,"Within 24 h,",
Circumstance,(%),(%),"day, no. (%)",no. (%),Total no.
Novel influenza virus,,,,,
Time frame for reporting,,,,,
Suspected,23 (52),2 (5),1 (2),5 (11),37
Probable,1 (2),0,0,1 (2),4
Total†,25,2,1,6,44
Time frame for notification,,,,,
Suspected,16 (36),9 (20),3 (7),1 (2),29
Probable,9 (20),0,3 (7),1 (2),14
Confirmed,0,0,1 (2),0,1
Total†,26,9,7,2,45
Severe acute respiratory syndrome,,,,,
Time frame for reporting,,,,,
Suspected,25 (56),1 (2),4 (9),8 (18),41
Probable,1 (2),1 (2),0,0,2
Confirmed,0,0,0,1 (2),1
Total†,27,2,4,9,45
Time frame for notification,,,,,
Suspected,16 (36),9 (20),4 (9),2 (4),32
Probable,8 (18),1 (2),3 (7),0,12
Confirmed,1 (2),0,0,0,1
Total†,25,10,7,2,45
Smallpox,,,,,
Time frame for reporting,,,,,
Suspected,30 (67),2 (4),1 (2),6 (13),41
Probable,0,1 (2),0,0,2
Confirmed,0,0,0,1 (2),1
Total†,31,3,1,7,45
Time frame for notification,,,,,
Suspected,23 (51),5 (11),4 (9),1 (2),33
Probable,8 (18),2 (4),0,0,11
Total†,32,7,4,1,45
"Poliomyelitis, wild type",,,,,
Time frame for reporting,,,,,
Suspected,22 (49),1 (2),1 (2),9 (20),37
Probable,2 (4),2 (4),0,0,4
Confirmed,0,0,0,1 (2),3
Total†,25,3,1,10,45
Time frame for notification,,,,,
Suspected,11 (24),9 (20),5 (11),1 (2),27
Probable,8 (18),1 (2),3 (7),2 (4),14
Confirmed,1 (2),0,0,1 (2),3
Total†,21,10,8,4,45
,*n = 45 for all percentages except time frame for reporting of novel influenza virus (n = 44).,,,,
