0,1,2,3,4,5
,Table 1. Gender and age distributions of patients with laboratory-confirmed RSV infection.,,,,
Characteristics,Total (n = 1046),RSV-A (n = 154),RSV-B (n = 253),Subtyping not performed (n = 249),Coinfections (n = 390)
Male,671 (64.1%),96 (62.3%),156 (61.7%),168 (67.5%),251 (64.3%)
Female,375 (35.9%),58 (37.7%),97 (38.3%),81 (32.5%),139 (35.6%)
"Age (Years, M, QR)",1 (0.4–3),0.8 (0.2–1),0.8 (0.3–2),1 (0.5–3),2 (0.8–3)
Age group,,,,,
0–5 m,280 (26.8%),60 (40.0%),100 (39.5%),55 (22.1%),65 (16.7%)
6–11 m,173 (16.5%),29 (18.8%),42 (16.6%),53 (21.3%),49 (12.5%)
1 y,199 (19.0%),27 (17.5%),45 (17.8%),51 (20.5%),76 (19.5%)
2 y,98 (9.4%),6 (3.9%),13 (5.1%),25 (10.0%),54 (13.8%)
3 y,97 (9.3%),4 (2.6%),17 (6.7%),23 (9.2%),53 (13.6%)
4 y,56 (5.4%),5 (3.2%),13 (5.1%),10 (4.0%),28 (7.2%)
5 y,29 (2.8%),1 (0.6%),4 (1.6%),7 (2.8%),17 (4.4%)
6–9 y,66 (6.3%),3 (1.9%),13 (5.1%),12 (4.8%),36 (9.2%)
10–14 y,16 (1.5%),2 (1.3%),1 (0.4%),7 (2.8%),7 (1.8%)
15–59 y,20 (1.9%),10 (6.5%),1 (0.4%),5 (2.0%),5 (1.3%)
(cid:21)60 y,12 (1.1%),7 (4.5%),4 (1.6%),1 (0.4%),0 (0%)
doi:10.1371/journal.pone.0165437.t001,,,,,
